Name,Phys +0,Mag +0,Fire +0,Ligh +0,Holy +0,Stam +0,Phys +1,Mag +1,Fire +1,Ligh +1,Holy +1,Stam +1,Phys +2,Mag +2,Fire +2,Ligh +2,Holy +2,Stam +2,Phys +3,Mag +3,Fire +3,Ligh +3,Holy +3,Stam +3,Phys +4,Mag +4,Fire +4,Ligh +4,Holy +4,Stam +4,Phys +5,Mag +5,Fire +5,Ligh +5,Holy +5,Stam +5,Phys +6,Mag +6,Fire +6,Ligh +6,Holy +6,Stam +6,Phys +7,Mag +7,Fire +7,Ligh +7,Holy +7,Stam +7,Phys +8,Mag +8,Fire +8,Ligh +8,Holy +8,Stam +8,Phys +9,Mag +9,Fire +9,Ligh +9,Holy +9,Stam +9,Phys +10,Mag +10,Fire +10,Ligh +10,Holy +10,Stam +10,Phys +11,Mag +11,Fire +11,Ligh +11,Holy +11,Stam +11,Phys +12,Mag +12,Fire +12,Ligh +12,Holy +12,Stam +12,Phys +13,Mag +13,Fire +13,Ligh +13,Holy +13,Stam +13,Phys +14,Mag +14,Fire +14,Ligh +14,Holy +14,Stam +14,Phys +15,Mag +15,Fire +15,Ligh +15,Holy +15,Stam +15,Phys +16,Mag +16,Fire +16,Ligh +16,Holy +16,Stam +16,Phys +17,Mag +17,Fire +17,Ligh +17,Holy +17,Stam +17,Phys +18,Mag +18,Fire +18,Ligh +18,Holy +18,Stam +18,Phys +19,Mag +19,Fire +19,Ligh +19,Holy +19,Stam +19,Phys +20,Mag +20,Fire +20,Ligh +20,Holy +20,Stam +20,Phys +21,Mag +21,Fire +21,Ligh +21,Holy +21,Stam +21,Phys +22,Mag +22,Fire +22,Ligh +22,Holy +22,Stam +22,Phys +23,Mag +23,Fire +23,Ligh +23,Holy +23,Stam +23,Phys +24,Mag +24,Fire +24,Ligh +24,Holy +24,Stam +24,Phys +25,Mag +25,Fire +25,Ligh +25,Holy +25,Stam +25
Occult Inverted Hawk Heater Shield,67.5,0,0,0,0,63,71.55,0,0,0,0,65.52,75.6,0,0,0,0,68.04,79.65,0,0,0,0,70.56,83.7,0,0,0,0,73.08,87.75,0,0,0,0,75.6,91.8,0,0,0,0,78.12,95.85,0,0,0,0,80.64,99.9,0,0,0,0,83.16,103.95,0,0,0,0,85.68,108,0,0,0,0,88.2,112.05,0,0,0,0,90.72,116.1,0,0,0,0,93.24,120.15,0,0,0,0,95.76,124.2,0,0,0,0,98.28,128.25,0,0,0,0,100.8,132.3,0,0,0,0,103.32,136.35,0,0,0,0,105.84,140.4,0,0,0,0,108.36,144.45,0,0,0,0,110.88,148.5,0,0,0,0,113.4,152.55,0,0,0,0,115.92,156.6,0,0,0,0,118.44,160.65,0,0,0,0,120.96,164.7,0,0,0,0,123.48,168.75,0,0,0,0,126
Heater Shield,77,0,0,0,0,63,81.466,0,0,0,0,65.52,85.932,0,0,0,0,68.04,90.398,0,0,0,0,70.56,94.864,0,0,0,0,73.08,99.33,0,0,0,0,75.6,103.796,0,0,0,0,78.12,108.262,0,0,0,0,80.64,112.728,0,0,0,0,83.16,117.194,0,0,0,0,85.68,121.66,0,0,0,0,88.2,126.126,0,0,0,0,90.72,130.592,0,0,0,0,93.24,135.058,0,0,0,0,95.76,139.524,0,0,0,0,98.28,143.99,0,0,0,0,100.8,148.456,0,0,0,0,103.32,152.922,0,0,0,0,105.84,157.388,0,0,0,0,108.36,161.854,0,0,0,0,110.88,166.32,0,0,0,0,113.4,170.786,0,0,0,0,115.92,175.252,0,0,0,0,118.44,179.718,0,0,0,0,120.96,184.184,0,0,0,0,123.48,188.65,0,0,0,0,126
Heavy Heater Shield,71.25,0,0,0,0,63,75.45,0,0,0,0,65.52,79.65,0,0,0,0,68.04,83.85,0,0,0,0,70.56,88.05,0,0,0,0,73.08,92.25,0,0,0,0,75.6,96.45,0,0,0,0,78.12,100.65,0,0,0,0,80.64,104.85,0,0,0,0,83.16,109.05,0,0,0,0,85.68,113.25,0,0,0,0,88.2,117.45,0,0,0,0,90.72,121.65,0,0,0,0,93.24,125.85,0,0,0,0,95.76,130.05,0,0,0,0,98.28,134.25,0,0,0,0,100.8,138.45,0,0,0,0,103.32,142.65,0,0,0,0,105.84,146.85,0,0,0,0,108.36,151.05,0,0,0,0,110.88,155.25,0,0,0,0,113.4,159.45,0,0,0,0,115.92,163.65,0,0,0,0,118.44,167.85,0,0,0,0,120.96,172.05,0,0,0,0,123.48,176.25,0,0,0,0,126
Keen Heater Shield,71.25,0,0,0,0,63,75.45,0,0,0,0,65.52,79.65,0,0,0,0,68.04,83.85,0,0,0,0,70.56,88.05,0,0,0,0,73.08,92.25,0,0,0,0,75.6,96.45,0,0,0,0,78.12,100.65,0,0,0,0,80.64,104.85,0,0,0,0,83.16,109.05,0,0,0,0,85.68,113.25,0,0,0,0,88.2,117.45,0,0,0,0,90.72,121.65,0,0,0,0,93.24,125.85,0,0,0,0,95.76,130.05,0,0,0,0,98.28,134.25,0,0,0,0,100.8,138.45,0,0,0,0,103.32,142.65,0,0,0,0,105.84,146.85,0,0,0,0,108.36,151.05,0,0,0,0,110.88,155.25,0,0,0,0,113.4,159.45,0,0,0,0,115.92,163.65,0,0,0,0,118.44,167.85,0,0,0,0,120.96,172.05,0,0,0,0,123.48,176.25,0,0,0,0,126
Quality Heater Shield,67.5,0,0,0,0,63,70.95,0,0,0,0,65.52,74.4,0,0,0,0,68.04,77.85,0,0,0,0,70.56,81.3,0,0,0,0,73.08,84.75,0,0,0,0,75.6,88.2,0,0,0,0,78.12,91.65,0,0,0,0,80.64,95.1,0,0,0,0,83.16,98.55,0,0,0,0,85.68,102,0,0,0,0,88.2,105.45,0,0,0,0,90.72,108.9,0,0,0,0,93.24,112.35,0,0,0,0,95.76,115.8,0,0,0,0,98.28,119.25,0,0,0,0,100.8,122.7,0,0,0,0,103.32,126.15,0,0,0,0,105.84,129.6,0,0,0,0,108.36,133.05,0,0,0,0,110.88,136.5,0,0,0,0,113.4,139.95,0,0,0,0,115.92,143.4,0,0,0,0,118.44,146.85,0,0,0,0,120.96,150.3,0,0,0,0,123.48,153.75,0,0,0,0,126
Fire Heater Shield,60,0,60,0,0,63,62.7,0,62.7,0,0,65.52,65.4,0,65.4,0,0,68.04,68.1,0,68.1,0,0,70.56,70.8,0,70.8,0,0,73.08,73.5,0,73.5,0,0,75.6,76.2,0,76.2,0,0,78.12,78.9,0,78.9,0,0,80.64,81.6,0,81.6,0,0,83.16,84.3,0,84.3,0,0,85.68,87,0,87,0,0,88.2,89.7,0,89.7,0,0,90.72,92.4,0,92.4,0,0,93.24,95.1,0,95.1,0,0,95.76,97.8,0,97.8,0,0,98.28,100.5,0,100.5,0,0,100.8,103.2,0,103.2,0,0,103.32,105.9,0,105.9,0,0,105.84,108.6,0,108.6,0,0,108.36,111.3,0,111.3,0,0,110.88,114,0,114,0,0,113.4,116.7,0,116.7,0,0,115.92,119.4,0,119.4,0,0,118.44,122.1,0,122.1,0,0,120.96,124.8,0,124.8,0,0,123.48,127.5,0,127.5,0,0,126
Flame Art Heater Shield,63.75,0,63.75,0,0,63,67.05,0,67.05,0,0,65.52,70.35,0,70.35,0,0,68.04,73.65,0,73.65,0,0,70.56,76.95,0,76.95,0,0,73.08,80.25,0,80.25,0,0,75.6,83.55,0,83.55,0,0,78.12,86.85,0,86.85,0,0,80.64,90.15,0,90.15,0,0,83.16,93.45,0,93.45,0,0,85.68,96.75,0,96.75,0,0,88.2,100.05,0,100.05,0,0,90.72,103.35,0,103.35,0,0,93.24,106.65,0,106.65,0,0,95.76,109.95,0,109.95,0,0,98.28,113.25,0,113.25,0,0,100.8,116.55,0,116.55,0,0,103.32,119.85,0,119.85,0,0,105.84,123.15,0,123.15,0,0,108.36,126.45,0,126.45,0,0,110.88,129.75,0,129.75,0,0,113.4,133.05,0,133.05,0,0,115.92,136.35,0,136.35,0,0,118.44,139.65,0,139.65,0,0,120.96,142.95,0,142.95,0,0,123.48,146.25,0,146.25,0,0,126
Lightning Heater Shield,60,0,0,60,0,63,62.7,0,0,62.7,0,65.52,65.4,0,0,65.4,0,68.04,68.1,0,0,68.1,0,70.56,70.8,0,0,70.8,0,73.08,73.5,0,0,73.5,0,75.6,76.2,0,0,76.2,0,78.12,78.9,0,0,78.9,0,80.64,81.6,0,0,81.6,0,83.16,84.3,0,0,84.3,0,85.68,87,0,0,87,0,88.2,89.7,0,0,89.7,0,90.72,92.4,0,0,92.4,0,93.24,95.1,0,0,95.1,0,95.76,97.8,0,0,97.8,0,98.28,100.5,0,0,100.5,0,100.8,103.2,0,0,103.2,0,103.32,105.9,0,0,105.9,0,105.84,108.6,0,0,108.6,0,108.36,111.3,0,0,111.3,0,110.88,114,0,0,114,0,113.4,116.7,0,0,116.7,0,115.92,119.4,0,0,119.4,0,118.44,122.1,0,0,122.1,0,120.96,124.8,0,0,124.8,0,123.48,127.5,0,0,127.5,0,126
Sacred Heater Shield,56.25,0,0,0,56.25,63,59.85,0,0,0,59.85,65.52,63.45,0,0,0,63.45,68.04,67.05,0,0,0,67.05,70.56,70.65,0,0,0,70.65,73.08,74.25,0,0,0,74.25,75.6,77.85,0,0,0,77.85,78.12,81.45,0,0,0,81.45,80.64,85.05,0,0,0,85.05,83.16,88.65,0,0,0,88.65,85.68,92.25,0,0,0,92.25,88.2,95.85,0,0,0,95.85,90.72,99.45,0,0,0,99.45,93.24,103.05,0,0,0,103.05,95.76,106.65,0,0,0,106.65,98.28,110.25,0,0,0,110.25,100.8,113.85,0,0,0,113.85,103.32,117.45,0,0,0,117.45,105.84,121.05,0,0,0,121.05,108.36,124.65,0,0,0,124.65,110.88,128.25,0,0,0,128.25,113.4,131.85,0,0,0,131.85,115.92,135.45,0,0,0,135.45,118.44,139.05,0,0,0,139.05,120.96,142.65,0,0,0,142.65,123.48,146.25,0,0,0,146.25,126
Magic Heater Shield,56.25,56.25,0,0,0,63,59.85,59.85,0,0,0,65.52,63.45,63.45,0,0,0,68.04,67.05,67.05,0,0,0,70.56,70.65,70.65,0,0,0,73.08,74.25,74.25,0,0,0,75.6,77.85,77.85,0,0,0,78.12,81.45,81.45,0,0,0,80.64,85.05,85.05,0,0,0,83.16,88.65,88.65,0,0,0,85.68,92.25,92.25,0,0,0,88.2,95.85,95.85,0,0,0,90.72,99.45,99.45,0,0,0,93.24,103.05,103.05,0,0,0,95.76,106.65,106.65,0,0,0,98.28,110.25,110.25,0,0,0,100.8,113.85,113.85,0,0,0,103.32,117.45,117.45,0,0,0,105.84,121.05,121.05,0,0,0,108.36,124.65,124.65,0,0,0,110.88,128.25,128.25,0,0,0,113.4,131.85,131.85,0,0,0,115.92,135.45,135.45,0,0,0,118.44,139.05,139.05,0,0,0,120.96,142.65,142.65,0,0,0,123.48,146.25,146.25,0,0,0,126
Cold Heater Shield,63.75,54.4,0,0,0,63,66.6,56.832,0,0,0,65.52,69.45,59.264,0,0,0,68.04,72.3,61.696,0,0,0,70.56,75.15,64.128,0,0,0,73.08,78,66.56,0,0,0,75.6,80.85,68.992,0,0,0,78.12,83.7,71.424,0,0,0,80.64,86.55,73.856,0,0,0,83.16,89.4,76.288,0,0,0,85.68,92.25,78.72,0,0,0,88.2,95.1,81.152,0,0,0,90.72,97.95,83.584,0,0,0,93.24,100.8,86.016,0,0,0,95.76,103.65,88.448,0,0,0,98.28,106.5,90.88,0,0,0,100.8,109.35,93.312,0,0,0,103.32,112.2,95.744,0,0,0,105.84,115.05,98.176,0,0,0,108.36,117.9,100.608,0,0,0,110.88,120.75,103.04,0,0,0,113.4,123.6,105.472,0,0,0,115.92,126.45,107.904,0,0,0,118.44,129.3,110.336,0,0,0,120.96,132.15,112.768,0,0,0,123.48,135,115.2,0,0,0,126
Poison Heater Shield,63.75,0,0,0,0,63,67.65,0,0,0,0,65.52,71.55,0,0,0,0,68.04,75.45,0,0,0,0,70.56,79.35,0,0,0,0,73.08,83.25,0,0,0,0,75.6,87.15,0,0,0,0,78.12,91.05,0,0,0,0,80.64,94.95,0,0,0,0,83.16,98.85,0,0,0,0,85.68,102.75,0,0,0,0,88.2,106.65,0,0,0,0,90.72,110.55,0,0,0,0,93.24,114.45,0,0,0,0,95.76,118.35,0,0,0,0,98.28,122.25,0,0,0,0,100.8,126.15,0,0,0,0,103.32,130.05,0,0,0,0,105.84,133.95,0,0,0,0,108.36,137.85,0,0,0,0,110.88,141.75,0,0,0,0,113.4,145.65,0,0,0,0,115.92,149.55,0,0,0,0,118.44,153.45,0,0,0,0,120.96,157.35,0,0,0,0,123.48,161.25,0,0,0,0,126
Blood Heater Shield,63.75,0,0,0,0,63,67.65,0,0,0,0,65.52,71.55,0,0,0,0,68.04,75.45,0,0,0,0,70.56,79.35,0,0,0,0,73.08,83.25,0,0,0,0,75.6,87.15,0,0,0,0,78.12,91.05,0,0,0,0,80.64,94.95,0,0,0,0,83.16,98.85,0,0,0,0,85.68,102.75,0,0,0,0,88.2,106.65,0,0,0,0,90.72,110.55,0,0,0,0,93.24,114.45,0,0,0,0,95.76,118.35,0,0,0,0,98.28,122.25,0,0,0,0,100.8,126.15,0,0,0,0,103.32,130.05,0,0,0,0,105.84,133.95,0,0,0,0,108.36,137.85,0,0,0,0,110.88,141.75,0,0,0,0,113.4,145.65,0,0,0,0,115.92,149.55,0,0,0,0,118.44,153.45,0,0,0,0,120.96,157.35,0,0,0,0,123.48,161.25,0,0,0,0,126
Occult Heater Shield,67.5,0,0,0,0,63,71.55,0,0,0,0,65.52,75.6,0,0,0,0,68.04,79.65,0,0,0,0,70.56,83.7,0,0,0,0,73.08,87.75,0,0,0,0,75.6,91.8,0,0,0,0,78.12,95.85,0,0,0,0,80.64,99.9,0,0,0,0,83.16,103.95,0,0,0,0,85.68,108,0,0,0,0,88.2,112.05,0,0,0,0,90.72,116.1,0,0,0,0,93.24,120.15,0,0,0,0,95.76,124.2,0,0,0,0,98.28,128.25,0,0,0,0,100.8,132.3,0,0,0,0,103.32,136.35,0,0,0,0,105.84,140.4,0,0,0,0,108.36,144.45,0,0,0,0,110.88,148.5,0,0,0,0,113.4,152.55,0,0,0,0,115.92,156.6,0,0,0,0,118.44,160.65,0,0,0,0,120.96,164.7,0,0,0,0,123.48,168.75,0,0,0,0,126
Black Leather Shield,75,0,0,0,0,61,79.35,0,0,0,0,63.44,83.7,0,0,0,0,65.88,88.05,0,0,0,0,68.32,92.4,0,0,0,0,70.76,96.75,0,0,0,0,73.2,101.1,0,0,0,0,75.64,105.45,0,0,0,0,78.08,109.8,0,0,0,0,80.52,114.15,0,0,0,0,82.96,118.5,0,0,0,0,85.4,122.85,0,0,0,0,87.84,127.2,0,0,0,0,90.28,131.55,0,0,0,0,92.72,135.9,0,0,0,0,95.16,140.25,0,0,0,0,97.6,144.6,0,0,0,0,100.04,148.95,0,0,0,0,102.48,153.3,0,0,0,0,104.92,157.65,0,0,0,0,107.36,162,0,0,0,0,109.8,166.35,0,0,0,0,112.24,170.7,0,0,0,0,114.68,175.05,0,0,0,0,117.12,179.4,0,0,0,0,119.56,183.75,0,0,0,0,122
Heavy Black Leather Shield,69.35,0,0,0,0,61,73.438,0,0,0,0,63.44,77.526,0,0,0,0,65.88,81.614,0,0,0,0,68.32,85.702,0,0,0,0,70.76,89.79,0,0,0,0,73.2,93.878,0,0,0,0,75.64,97.966,0,0,0,0,78.08,102.054,0,0,0,0,80.52,106.142,0,0,0,0,82.96,110.23,0,0,0,0,85.4,114.318,0,0,0,0,87.84,118.406,0,0,0,0,90.28,122.494,0,0,0,0,92.72,126.582,0,0,0,0,95.16,130.67,0,0,0,0,97.6,134.758,0,0,0,0,100.04,138.846,0,0,0,0,102.48,142.934,0,0,0,0,104.92,147.022,0,0,0,0,107.36,151.11,0,0,0,0,109.8,155.198,0,0,0,0,112.24,159.286,0,0,0,0,114.68,163.374,0,0,0,0,117.12,167.462,0,0,0,0,119.56,171.55,0,0,0,0,122
Keen Black Leather Shield,69.35,0,0,0,0,61,73.438,0,0,0,0,63.44,77.526,0,0,0,0,65.88,81.614,0,0,0,0,68.32,85.702,0,0,0,0,70.76,89.79,0,0,0,0,73.2,93.878,0,0,0,0,75.64,97.966,0,0,0,0,78.08,102.054,0,0,0,0,80.52,106.142,0,0,0,0,82.96,110.23,0,0,0,0,85.4,114.318,0,0,0,0,87.84,118.406,0,0,0,0,90.28,122.494,0,0,0,0,92.72,126.582,0,0,0,0,95.16,130.67,0,0,0,0,97.6,134.758,0,0,0,0,100.04,138.846,0,0,0,0,102.48,142.934,0,0,0,0,104.92,147.022,0,0,0,0,107.36,151.11,0,0,0,0,109.8,155.198,0,0,0,0,112.24,159.286,0,0,0,0,114.68,163.374,0,0,0,0,117.12,167.462,0,0,0,0,119.56,171.55,0,0,0,0,122
Quality Black Leather Shield,65.7,0,0,0,0,61,69.058,0,0,0,0,63.44,72.416,0,0,0,0,65.88,75.774,0,0,0,0,68.32,79.132,0,0,0,0,70.76,82.49,0,0,0,0,73.2,85.848,0,0,0,0,75.64,89.206,0,0,0,0,78.08,92.564,0,0,0,0,80.52,95.922,0,0,0,0,82.96,99.28,0,0,0,0,85.4,102.638,0,0,0,0,87.84,105.996,0,0,0,0,90.28,109.354,0,0,0,0,92.72,112.712,0,0,0,0,95.16,116.07,0,0,0,0,97.6,119.428,0,0,0,0,100.04,122.786,0,0,0,0,102.48,126.144,0,0,0,0,104.92,129.502,0,0,0,0,107.36,132.86,0,0,0,0,109.8,136.218,0,0,0,0,112.24,139.576,0,0,0,0,114.68,142.934,0,0,0,0,117.12,146.292,0,0,0,0,119.56,149.65,0,0,0,0,122
Fire Black Leather Shield,58.4,0,58.4,0,0,61,61.028,0,61.028,0,0,63.44,63.656,0,63.656,0,0,65.88,66.284,0,66.284,0,0,68.32,68.912,0,68.912,0,0,70.76,71.54,0,71.54,0,0,73.2,74.168,0,74.168,0,0,75.64,76.796,0,76.796,0,0,78.08,79.424,0,79.424,0,0,80.52,82.052,0,82.052,0,0,82.96,84.68,0,84.68,0,0,85.4,87.308,0,87.308,0,0,87.84,89.936,0,89.936,0,0,90.28,92.564,0,92.564,0,0,92.72,95.192,0,95.192,0,0,95.16,97.82,0,97.82,0,0,97.6,100.448,0,100.448,0,0,100.04,103.076,0,103.076,0,0,102.48,105.704,0,105.704,0,0,104.92,108.332,0,108.332,0,0,107.36,110.96,0,110.96,0,0,109.8,113.588,0,113.588,0,0,112.24,116.216,0,116.216,0,0,114.68,118.844,0,118.844,0,0,117.12,121.472,0,121.472,0,0,119.56,124.1,0,124.1,0,0,122
Flame Art Black Leather Shield,62.05,0,62.05,0,0,61,65.262,0,65.262,0,0,63.44,68.474,0,68.474,0,0,65.88,71.686,0,71.686,0,0,68.32,74.898,0,74.898,0,0,70.76,78.11,0,78.11,0,0,73.2,81.322,0,81.322,0,0,75.64,84.534,0,84.534,0,0,78.08,87.746,0,87.746,0,0,80.52,90.958,0,90.958,0,0,82.96,94.17,0,94.17,0,0,85.4,97.382,0,97.382,0,0,87.84,100.594,0,100.594,0,0,90.28,103.806,0,103.806,0,0,92.72,107.018,0,107.018,0,0,95.16,110.23,0,110.23,0,0,97.6,113.442,0,113.442,0,0,100.04,116.654,0,116.654,0,0,102.48,119.866,0,119.866,0,0,104.92,123.078,0,123.078,0,0,107.36,126.29,0,126.29,0,0,109.8,129.502,0,129.502,0,0,112.24,132.714,0,132.714,0,0,114.68,135.926,0,135.926,0,0,117.12,139.138,0,139.138,0,0,119.56,142.35,0,142.35,0,0,122
Lightning Black Leather Shield,58.4,0,0,58.4,0,61,61.028,0,0,61.028,0,63.44,63.656,0,0,63.656,0,65.88,66.284,0,0,66.284,0,68.32,68.912,0,0,68.912,0,70.76,71.54,0,0,71.54,0,73.2,74.168,0,0,74.168,0,75.64,76.796,0,0,76.796,0,78.08,79.424,0,0,79.424,0,80.52,82.052,0,0,82.052,0,82.96,84.68,0,0,84.68,0,85.4,87.308,0,0,87.308,0,87.84,89.936,0,0,89.936,0,90.28,92.564,0,0,92.564,0,92.72,95.192,0,0,95.192,0,95.16,97.82,0,0,97.82,0,97.6,100.448,0,0,100.448,0,100.04,103.076,0,0,103.076,0,102.48,105.704,0,0,105.704,0,104.92,108.332,0,0,108.332,0,107.36,110.96,0,0,110.96,0,109.8,113.588,0,0,113.588,0,112.24,116.216,0,0,116.216,0,114.68,118.844,0,0,118.844,0,117.12,121.472,0,0,121.472,0,119.56,124.1,0,0,124.1,0,122
Sacred Black Leather Shield,54.75,0,0,0,54.75,61,58.254,0,0,0,58.254,63.44,61.758,0,0,0,61.758,65.88,65.262,0,0,0,65.262,68.32,68.766,0,0,0,68.766,70.76,72.27,0,0,0,72.27,73.2,75.774,0,0,0,75.774,75.64,79.278,0,0,0,79.278,78.08,82.782,0,0,0,82.782,80.52,86.286,0,0,0,86.286,82.96,89.79,0,0,0,89.79,85.4,93.294,0,0,0,93.294,87.84,96.798,0,0,0,96.798,90.28,100.302,0,0,0,100.302,92.72,103.806,0,0,0,103.806,95.16,107.31,0,0,0,107.31,97.6,110.814,0,0,0,110.814,100.04,114.318,0,0,0,114.318,102.48,117.822,0,0,0,117.822,104.92,121.326,0,0,0,121.326,107.36,124.83,0,0,0,124.83,109.8,128.334,0,0,0,128.334,112.24,131.838,0,0,0,131.838,114.68,135.342,0,0,0,135.342,117.12,138.846,0,0,0,138.846,119.56,142.35,0,0,0,142.35,122
Magic Black Leather Shield,54.75,54.75,0,0,0,61,58.254,58.254,0,0,0,63.44,61.758,61.758,0,0,0,65.88,65.262,65.262,0,0,0,68.32,68.766,68.766,0,0,0,70.76,72.27,72.27,0,0,0,73.2,75.774,75.774,0,0,0,75.64,79.278,79.278,0,0,0,78.08,82.782,82.782,0,0,0,80.52,86.286,86.286,0,0,0,82.96,89.79,89.79,0,0,0,85.4,93.294,93.294,0,0,0,87.84,96.798,96.798,0,0,0,90.28,100.302,100.302,0,0,0,92.72,103.806,103.806,0,0,0,95.16,107.31,107.31,0,0,0,97.6,110.814,110.814,0,0,0,100.04,114.318,114.318,0,0,0,102.48,117.822,117.822,0,0,0,104.92,121.326,121.326,0,0,0,107.36,124.83,124.83,0,0,0,109.8,128.334,128.334,0,0,0,112.24,131.838,131.838,0,0,0,114.68,135.342,135.342,0,0,0,117.12,138.846,138.846,0,0,0,119.56,142.35,142.35,0,0,0,122
Cold Black Leather Shield,62.05,52.7,0,0,0,61,64.824,55.056,0,0,0,63.44,67.598,57.412,0,0,0,65.88,70.372,59.768,0,0,0,68.32,73.146,62.124,0,0,0,70.76,75.92,64.48,0,0,0,73.2,78.694,66.836,0,0,0,75.64,81.468,69.192,0,0,0,78.08,84.242,71.548,0,0,0,80.52,87.016,73.904,0,0,0,82.96,89.79,76.26,0,0,0,85.4,92.564,78.616,0,0,0,87.84,95.338,80.972,0,0,0,90.28,98.112,83.328,0,0,0,92.72,100.886,85.684,0,0,0,95.16,103.66,88.04,0,0,0,97.6,106.434,90.396,0,0,0,100.04,109.208,92.752,0,0,0,102.48,111.982,95.108,0,0,0,104.92,114.756,97.464,0,0,0,107.36,117.53,99.82,0,0,0,109.8,120.304,102.176,0,0,0,112.24,123.078,104.532,0,0,0,114.68,125.852,106.888,0,0,0,117.12,128.626,109.244,0,0,0,119.56,131.4,111.6,0,0,0,122
Poison Black Leather Shield,62.05,0,0,0,0,61,65.846,0,0,0,0,63.44,69.642,0,0,0,0,65.88,73.438,0,0,0,0,68.32,77.234,0,0,0,0,70.76,81.03,0,0,0,0,73.2,84.826,0,0,0,0,75.64,88.622,0,0,0,0,78.08,92.418,0,0,0,0,80.52,96.214,0,0,0,0,82.96,100.01,0,0,0,0,85.4,103.806,0,0,0,0,87.84,107.602,0,0,0,0,90.28,111.398,0,0,0,0,92.72,115.194,0,0,0,0,95.16,118.99,0,0,0,0,97.6,122.786,0,0,0,0,100.04,126.582,0,0,0,0,102.48,130.378,0,0,0,0,104.92,134.174,0,0,0,0,107.36,137.97,0,0,0,0,109.8,141.766,0,0,0,0,112.24,145.562,0,0,0,0,114.68,149.358,0,0,0,0,117.12,153.154,0,0,0,0,119.56,156.95,0,0,0,0,122
Blood Black Leather Shield,62.05,0,0,0,0,61,65.846,0,0,0,0,63.44,69.642,0,0,0,0,65.88,73.438,0,0,0,0,68.32,77.234,0,0,0,0,70.76,81.03,0,0,0,0,73.2,84.826,0,0,0,0,75.64,88.622,0,0,0,0,78.08,92.418,0,0,0,0,80.52,96.214,0,0,0,0,82.96,100.01,0,0,0,0,85.4,103.806,0,0,0,0,87.84,107.602,0,0,0,0,90.28,111.398,0,0,0,0,92.72,115.194,0,0,0,0,95.16,118.99,0,0,0,0,97.6,122.786,0,0,0,0,100.04,126.582,0,0,0,0,102.48,130.378,0,0,0,0,104.92,134.174,0,0,0,0,107.36,137.97,0,0,0,0,109.8,141.766,0,0,0,0,112.24,145.562,0,0,0,0,114.68,149.358,0,0,0,0,117.12,153.154,0,0,0,0,119.56,156.95,0,0,0,0,122
Occult Black Leather Shield,65.7,0,0,0,0,61,69.642,0,0,0,0,63.44,73.584,0,0,0,0,65.88,77.526,0,0,0,0,68.32,81.468,0,0,0,0,70.76,85.41,0,0,0,0,73.2,89.352,0,0,0,0,75.64,93.294,0,0,0,0,78.08,97.236,0,0,0,0,80.52,101.178,0,0,0,0,82.96,105.12,0,0,0,0,85.4,109.062,0,0,0,0,87.84,113.004,0,0,0,0,90.28,116.946,0,0,0,0,92.72,120.888,0,0,0,0,95.16,124.83,0,0,0,0,97.6,128.772,0,0,0,0,100.04,132.714,0,0,0,0,102.48,136.656,0,0,0,0,104.92,140.598,0,0,0,0,107.36,144.54,0,0,0,0,109.8,148.482,0,0,0,0,112.24,152.424,0,0,0,0,114.68,156.366,0,0,0,0,117.12,160.308,0,0,0,0,119.56,164.25,0,0,0,0,122
Dragon Towershield,115,0,0,0,0,83,121.67,0,0,0,0,86.32,128.34,0,0,0,0,89.64,135.01,0,0,0,0,92.96,141.68,0,0,0,0,96.28,148.35,0,0,0,0,99.6,155.02,0,0,0,0,102.92,161.69,0,0,0,0,106.24,168.36,0,0,0,0,109.56,175.03,0,0,0,0,112.88,181.7,0,0,0,0,116.2,188.37,0,0,0,0,119.52,195.04,0,0,0,0,122.84,201.71,0,0,0,0,126.16,208.38,0,0,0,0,129.48,215.05,0,0,0,0,132.8,221.72,0,0,0,0,136.12,228.39,0,0,0,0,139.44,235.06,0,0,0,0,142.76,241.73,0,0,0,0,146.08,248.4,0,0,0,0,149.4,255.07,0,0,0,0,152.72,261.74,0,0,0,0,156.04,268.41,0,0,0,0,159.36,275.08,0,0,0,0,162.68,281.75,0,0,0,0,166
Heavy Dragon Towershield,105.45,0,0,0,0,83,111.666,0,0,0,0,86.32,117.882,0,0,0,0,89.64,124.098,0,0,0,0,92.96,130.314,0,0,0,0,96.28,136.53,0,0,0,0,99.6,142.746,0,0,0,0,102.92,148.962,0,0,0,0,106.24,155.178,0,0,0,0,109.56,161.394,0,0,0,0,112.88,167.61,0,0,0,0,116.2,173.826,0,0,0,0,119.52,180.042,0,0,0,0,122.84,186.258,0,0,0,0,126.16,192.474,0,0,0,0,129.48,198.69,0,0,0,0,132.8,204.906,0,0,0,0,136.12,211.122,0,0,0,0,139.44,217.338,0,0,0,0,142.76,223.554,0,0,0,0,146.08,229.77,0,0,0,0,149.4,235.986,0,0,0,0,152.72,242.202,0,0,0,0,156.04,248.418,0,0,0,0,159.36,254.634,0,0,0,0,162.68,260.85,0,0,0,0,166
