Name,Weapon Name,Affinity (Dropdown),Affinity,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage Type,Weight,Weapon Type,2H Dual-Wield,Reinforce Type ID
Marred Sacred Leather Shield,Marred Leather Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,3,Medium Shield,No,700
Marred Magic Leather Shield,Marred Leather Shield,Magic,Magic,25,8,0,0,0,0,Strike,3,Medium Shield,No,800
Marred Cold Leather Shield,Marred Leather Shield,Cold,Cold,25,8,0,0,0,0,Strike,3,Medium Shield,No,900
Marred Poison Leather Shield,Marred Leather Shield,Poison,Poison,25,8,0,0,0,0,Strike,3,Medium Shield,No,1000
Marred Blood Leather Shield,Marred Leather Shield,Blood,Blood,25,8,0,0,0,0,Strike,3,Medium Shield,No,1100
Marred Occult Leather Shield,Marred Leather Shield,Occult,Occult,25,8,0,0,0,0,Strike,3,Medium Shield,No,1200
Marred Wooden Shield,Marred Wooden Shield,None,None,25,8,0,0,0,0,Strike,4,Medium Shield,No,8100
Marred Heavy Wooden Shield,Marred Wooden Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,4,Medium Shield,No,100
Marred Keen Wooden Shield,Marred Wooden Shield,Keen,Keen,25,8,0,0,0,0,Strike,4,Medium Shield,No,200
Marred Quality Wooden Shield,Marred Wooden Shield,Quality,Quality,25,8,0,0,0,0,Strike,4,Medium Shield,No,300
Marred Fire Wooden Shield,Marred Wooden Shield,Fire,Fire,25,8,0,0,0,0,Strike,4,Medium Shield,No,400
Marred Flame Art Wooden Shield,Marred Wooden Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,4,Medium Shield,No,500
Marred Lightning Wooden Shield,Marred Wooden Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,4,Medium Shield,No,600
Marred Sacred Wooden Shield,Marred Wooden Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,4,Medium Shield,No,700
Marred Magic Wooden Shield,Marred Wooden Shield,Magic,Magic,25,8,0,0,0,0,Strike,4,Medium Shield,No,800
Marred Cold Wooden Shield,Marred Wooden Shield,Cold,Cold,25,8,0,0,0,0,Strike,4,Medium Shield,No,900
Marred Poison Wooden Shield,Marred Wooden Shield,Poison,Poison,25,8,0,0,0,0,Strike,4,Medium Shield,No,1000
Marred Blood Wooden Shield,Marred Wooden Shield,Blood,Blood,25,8,0,0,0,0,Strike,4,Medium Shield,No,1100
Marred Occult Wooden Shield,Marred Wooden Shield,Occult,Occult,25,8,0,0,0,0,Strike,4,Medium Shield,No,1200
Banished Knight's Shield,Banished Knight's Shield,None,None,25,14,0,0,0,0,Strike,6,Medium Shield,No,8100
Banished Knight's Heavy Shield,Banished Knight's Shield,Heavy,Heavy,25,14,0,0,0,0,Strike,6,Medium Shield,No,100
Banished Knight's Keen Shield,Banished Knight's Shield,Keen,Keen,25,14,0,0,0,0,Strike,6,Medium Shield,No,200
Banished Knight's Quality Shield,Banished Knight's Shield,Quality,Quality,25,14,0,0,0,0,Strike,6,Medium Shield,No,300
Banished Knight's Fire Shield,Banished Knight's Shield,Fire,Fire,25,14,0,0,0,0,Strike,6,Medium Shield,No,400
Banished Knight's Flame Art Shield,Banished Knight's Shield,Flame Art,Flame Art,25,14,0,0,0,0,Strike,6,Medium Shield,No,500
Banished Knight's Lightning Shield,Banished Knight's Shield,Lightning,Lightning,25,14,0,0,0,0,Strike,6,Medium Shield,No,600
Banished Knight's Sacred Shield,Banished Knight's Shield,Sacred,Sacred,25,14,0,0,0,0,Strike,6,Medium Shield,No,700
Banished Knight's Magic Shield,Banished Knight's Shield,Magic,Magic,25,14,0,0,0,0,Strike,6,Medium Shield,No,800
Banished Knight's Cold Shield,Banished Knight's Shield,Cold,Cold,25,14,0,0,0,0,Strike,6,Medium Shield,No,900
Banished Knight's Poison Shield,Banished Knight's Shield,Poison,Poison,25,14,0,0,0,0,Strike,6,Medium Shield,No,1000
Banished Knight's Blood Shield,Banished Knight's Shield,Blood,Blood,25,14,0,0,0,0,Strike,6,Medium Shield,No,1100
Banished Knight's Occult Shield,Banished Knight's Shield,Occult,Occult,25,14,0,0,0,0,Strike,6,Medium Shield,No,1200
Albinauric Shield,Albinauric Shield,None,None,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,8100
Heavy Albinauric Shield,Albinauric Shield,Heavy,Heavy,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,100
Keen Albinauric Shield,Albinauric Shield,Keen,Keen,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,200
Quality Albinauric Shield,Albinauric Shield,Quality,Quality,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,300
Fire Albinauric Shield,Albinauric Shield,Fire,Fire,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,400
Flame Art Albinauric Shield,Albinauric Shield,Flame Art,Flame Art,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,500
Lightning Albinauric Shield,Albinauric Shield,Lightning,Lightning,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,600
Sacred Albinauric Shield,Albinauric Shield,Sacred,Sacred,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,700
Magic Albinauric Shield,Albinauric Shield,Magic,Magic,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,800
Cold Albinauric Shield,Albinauric Shield,Cold,Cold,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,900
Poison Albinauric Shield,Albinauric Shield,Poison,Poison,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,1000
Blood Albinauric Shield,Albinauric Shield,Blood,Blood,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,1100
Occult Albinauric Shield,Albinauric Shield,Occult,Occult,25,11,0,0,0,0,Strike,4.5,Medium Shield,No,1200
Sun Realm Shield,Sun Realm Shield,None,None,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,8100
Heavy Sun Realm Shield,Sun Realm Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,100
Keen Sun Realm Shield,Sun Realm Shield,Keen,Keen,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,200
Quality Sun Realm Shield,Sun Realm Shield,Quality,Quality,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,300
Fire Sun Realm Shield,Sun Realm Shield,Fire,Fire,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,400
Flame Art Sun Realm Shield,Sun Realm Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,500
Lightning Sun Realm Shield,Sun Realm Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,600
Sacred Sun Realm Shield,Sun Realm Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,700
Magic Sun Realm Shield,Sun Realm Shield,Magic,Magic,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,800
Cold Sun Realm Shield,Sun Realm Shield,Cold,Cold,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,900
Poison Sun Realm Shield,Sun Realm Shield,Poison,Poison,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1000
Blood Sun Realm Shield,Sun Realm Shield,Blood,Blood,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1100
Occult Sun Realm Shield,Sun Realm Shield,Occult,Occult,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1200
Silver Mirrorshield,Silver Mirrorshield,None,-,10,12,10,10,0,0,Strike,3.5,Medium Shield,No,8300
Round Shield,Round Shield,None,None,25,8,0,0,0,0,Strike,4,Medium Shield,No,8100
Heavy Round Shield,Round Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,4,Medium Shield,No,100
Keen Round Shield,Round Shield,Keen,Keen,25,8,0,0,0,0,Strike,4,Medium Shield,No,200
Quality Round Shield,Round Shield,Quality,Quality,25,8,0,0,0,0,Strike,4,Medium Shield,No,300
Fire Round Shield,Round Shield,Fire,Fire,25,8,0,0,0,0,Strike,4,Medium Shield,No,400
Flame Art Round Shield,Round Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,4,Medium Shield,No,500
Lightning Round Shield,Round Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,4,Medium Shield,No,600
Sacred Round Shield,Round Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,4,Medium Shield,No,700
Magic Round Shield,Round Shield,Magic,Magic,25,8,0,0,0,0,Strike,4,Medium Shield,No,800
Cold Round Shield,Round Shield,Cold,Cold,25,8,0,0,0,0,Strike,4,Medium Shield,No,900
Poison Round Shield,Round Shield,Poison,Poison,25,8,0,0,0,0,Strike,4,Medium Shield,No,1000
Blood Round Shield,Round Shield,Blood,Blood,25,8,0,0,0,0,Strike,4,Medium Shield,No,1100
Occult Round Shield,Round Shield,Occult,Occult,25,8,0,0,0,0,Strike,4,Medium Shield,No,1200
Scorpion Kite Shield,Scorpion Kite Shield,None,None,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,8100
Heavy Scorpion Kite Shield,Scorpion Kite Shield,Heavy,Heavy,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,100
Keen Scorpion Kite Shield,Scorpion Kite Shield,Keen,Keen,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,200
Quality Scorpion Kite Shield,Scorpion Kite Shield,Quality,Quality,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,300
Fire Scorpion Kite Shield,Scorpion Kite Shield,Fire,Fire,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,400
Flame Art Scorpion Kite Shield,Scorpion Kite Shield,Flame Art,Flame Art,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,500
Lightning Scorpion Kite Shield,Scorpion Kite Shield,Lightning,Lightning,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,600
Sacred Scorpion Kite Shield,Scorpion Kite Shield,Sacred,Sacred,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,700
Magic Scorpion Kite Shield,Scorpion Kite Shield,Magic,Magic,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,800
Cold Scorpion Kite Shield,Scorpion Kite Shield,Cold,Cold,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,900
Poison Scorpion Kite Shield,Scorpion Kite Shield,Poison,Poison,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,1000
Blood Scorpion Kite Shield,Scorpion Kite Shield,Blood,Blood,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,1100
Occult Scorpion Kite Shield,Scorpion Kite Shield,Occult,Occult,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,1200
Twinbird Kite Shield,Twinbird Kite Shield,None,None,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,8100
Heavy Twinbird Kite Shield,Twinbird Kite Shield,Heavy,Heavy,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,100
Keen Twinbird Kite Shield,Twinbird Kite Shield,Keen,Keen,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,200
Quality Twinbird Kite Shield,Twinbird Kite Shield,Quality,Quality,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,300
Fire Twinbird Kite Shield,Twinbird Kite Shield,Fire,Fire,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,400
Flame Art Twinbird Kite Shield,Twinbird Kite Shield,Flame Art,Flame Art,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,500
Lightning Twinbird Kite Shield,Twinbird Kite Shield,Lightning,Lightning,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,600
Sacred Twinbird Kite Shield,Twinbird Kite Shield,Sacred,Sacred,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,700
Magic Twinbird Kite Shield,Twinbird Kite Shield,Magic,Magic,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,800
Cold Twinbird Kite Shield,Twinbird Kite Shield,Cold,Cold,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,900
Poison Twinbird Kite Shield,Twinbird Kite Shield,Poison,Poison,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,1000
Blood Twinbird Kite Shield,Twinbird Kite Shield,Blood,Blood,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,1100
Occult Twinbird Kite Shield,Twinbird Kite Shield,Occult,Occult,25,12,0,0,0,0,Strike,4.5,Medium Shield,No,1200
Blue-Gold Kite Shield,Blue-Gold Kite Shield,None,None,25,12,0,0,0,0,Strike,5,Medium Shield,No,8100
Heavy Blue-Gold Kite Shield,Blue-Gold Kite Shield,Heavy,Heavy,25,12,0,0,0,0,Strike,5,Medium Shield,No,100
Keen Blue-Gold Kite Shield,Blue-Gold Kite Shield,Keen,Keen,25,12,0,0,0,0,Strike,5,Medium Shield,No,200
Quality Blue-Gold Kite Shield,Blue-Gold Kite Shield,Quality,Quality,25,12,0,0,0,0,Strike,5,Medium Shield,No,300
Fire Blue-Gold Kite Shield,Blue-Gold Kite Shield,Fire,Fire,25,12,0,0,0,0,Strike,5,Medium Shield,No,400
Flame Art Blue-Gold Kite Shield,Blue-Gold Kite Shield,Flame Art,Flame Art,25,12,0,0,0,0,Strike,5,Medium Shield,No,500
Lightning Blue-Gold Kite Shield,Blue-Gold Kite Shield,Lightning,Lightning,25,12,0,0,0,0,Strike,5,Medium Shield,No,600
Sacred Blue-Gold Kite Shield,Blue-Gold Kite Shield,Sacred,Sacred,25,12,0,0,0,0,Strike,5,Medium Shield,No,700
Magic Blue-Gold Kite Shield,Blue-Gold Kite Shield,Magic,Magic,25,12,0,0,0,0,Strike,5,Medium Shield,No,800
Cold Blue-Gold Kite Shield,Blue-Gold Kite Shield,Cold,Cold,25,12,0,0,0,0,Strike,5,Medium Shield,No,900
Poison Blue-Gold Kite Shield,Blue-Gold Kite Shield,Poison,Poison,25,12,0,0,0,0,Strike,5,Medium Shield,No,1000
Blood Blue-Gold Kite Shield,Blue-Gold Kite Shield,Blood,Blood,25,12,0,0,0,0,Strike,5,Medium Shield,No,1100
Occult Blue-Gold Kite Shield,Blue-Gold Kite Shield,Occult,Occult,25,12,0,0,0,0,Strike,5,Medium Shield,No,1200
Brass Shield,Brass Shield,None,None,25,16,0,0,0,0,Strike,7,Medium Shield,No,8100
Heavy Brass Shield,Brass Shield,Heavy,Heavy,25,16,0,0,0,0,Strike,7,Medium Shield,No,100
Keen Brass Shield,Brass Shield,Keen,Keen,25,16,0,0,0,0,Strike,7,Medium Shield,No,200
Quality Brass Shield,Brass Shield,Quality,Quality,25,16,0,0,0,0,Strike,7,Medium Shield,No,300
Fire Brass Shield,Brass Shield,Fire,Fire,25,16,0,0,0,0,Strike,7,Medium Shield,No,400
Flame Art Brass Shield,Brass Shield,Flame Art,Flame Art,25,16,0,0,0,0,Strike,7,Medium Shield,No,500
Lightning Brass Shield,Brass Shield,Lightning,Lightning,25,16,0,0,0,0,Strike,7,Medium Shield,No,600
Sacred Brass Shield,Brass Shield,Sacred,Sacred,25,16,0,0,0,0,Strike,7,Medium Shield,No,700
Magic Brass Shield,Brass Shield,Magic,Magic,25,16,0,0,0,0,Strike,7,Medium Shield,No,800
Cold Brass Shield,Brass Shield,Cold,Cold,25,16,0,0,0,0,Strike,7,Medium Shield,No,900
Poison Brass Shield,Brass Shield,Poison,Poison,25,16,0,0,0,0,Strike,7,Medium Shield,No,1000
Blood Brass Shield,Brass Shield,Blood,Blood,25,16,0,0,0,0,Strike,7,Medium Shield,No,1100
Occult Brass Shield,Brass Shield,Occult,Occult,25,16,0,0,0,0,Strike,7,Medium Shield,No,1200
Great Turtle Shell,Great Turtle Shell,None,None,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,8100
Heavy Great Turtle Shell,Great Turtle Shell,Heavy,Heavy,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,100
Keen Great Turtle Shell,Great Turtle Shell,Keen,Keen,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,200
Quality Great Turtle Shell,Great Turtle Shell,Quality,Quality,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,300
Fire Great Turtle Shell,Great Turtle Shell,Fire,Fire,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,400
Flame Art Great Turtle Shell,Great Turtle Shell,Flame Art,Flame Art,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,500
Lightning Great Turtle Shell,Great Turtle Shell,Lightning,Lightning,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,600
Sacred Great Turtle Shell,Great Turtle Shell,Sacred,Sacred,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,700
Magic Great Turtle Shell,Great Turtle Shell,Magic,Magic,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,800
Cold Great Turtle Shell,Great Turtle Shell,Cold,Cold,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,900
Poison Great Turtle Shell,Great Turtle Shell,Poison,Poison,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,1000
Blood Great Turtle Shell,Great Turtle Shell,Blood,Blood,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,1100
Occult Great Turtle Shell,Great Turtle Shell,Occult,Occult,25,14,0,0,0,0,Strike,5.5,Medium Shield,No,1200
Shield of the Guilty,Shield of the Guilty,None,None,25,8,0,0,0,0,Strike,2,Small Shield,No,8000
Heavy Shield of the Guilty,Shield of the Guilty,Heavy,Heavy,25,8,0,0,0,0,Strike,2,Small Shield,No,100
Keen Shield of the Guilty,Shield of the Guilty,Keen,Keen,25,8,0,0,0,0,Strike,2,Small Shield,No,200
Quality Shield of the Guilty,Shield of the Guilty,Quality,Quality,25,8,0,0,0,0,Strike,2,Small Shield,No,300
Fire Shield of the Guilty,Shield of the Guilty,Fire,Fire,25,8,0,0,0,0,Strike,2,Small Shield,No,400
Flame Art Shield of the Guilty,Shield of the Guilty,Flame Art,Flame Art,25,8,0,0,0,0,Strike,2,Small Shield,No,500
Lightning Shield of the Guilty,Shield of the Guilty,Lightning,Lightning,25,8,0,0,0,0,Strike,2,Small Shield,No,600
Sacred Shield of the Guilty,Shield of the Guilty,Sacred,Sacred,25,8,0,0,0,0,Strike,2,Small Shield,No,700
Magic Shield of the Guilty,Shield of the Guilty,Magic,Magic,25,8,0,0,0,0,Strike,2,Small Shield,No,800
Cold Shield of the Guilty,Shield of the Guilty,Cold,Cold,25,8,0,0,0,0,Strike,2,Small Shield,No,900
Poison Shield of the Guilty,Shield of the Guilty,Poison,Poison,25,8,0,0,0,0,Strike,2,Small Shield,No,1000
Blood Shield of the Guilty,Shield of the Guilty,Blood,Blood,25,8,0,0,0,0,Strike,2,Small Shield,No,1100
Occult Shield of the Guilty,Shield of the Guilty,Occult,Occult,25,8,0,0,0,0,Strike,2,Small Shield,No,1200
Carian Knight's Shield,Carian Knight's Shield,None,None,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,8100
Carian Knight's Heavy Shield,Carian Knight's Shield,Heavy,Heavy,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,100
Carian Knight's Keen Shield,Carian Knight's Shield,Keen,Keen,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,200
Carian Knight's Quality Shield,Carian Knight's Shield,Quality,Quality,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,300
Carian Knight's Fire Shield,Carian Knight's Shield,Fire,Fire,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,400
Carian Knight's Flame Art Shield,Carian Knight's Shield,Flame Art,Flame Art,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,500
Carian Knight's Lightning Shield,Carian Knight's Shield,Lightning,Lightning,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,600
Carian Knight's Sacred Shield,Carian Knight's Shield,Sacred,Sacred,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,700
Carian Knight's Magic Shield,Carian Knight's Shield,Magic,Magic,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,800
Carian Knight's Cold Shield,Carian Knight's Shield,Cold,Cold,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,900
Carian Knight's Poison Shield,Carian Knight's Shield,Poison,Poison,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,1000
Carian Knight's Bloody Shield,Carian Knight's Shield,Blood,Blood,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,1100
Carian Knight's Occult Shield,Carian Knight's Shield,Occult,Occult,25,10,10,15,0,0,Strike,4.5,Medium Shield,No,1200
Large Leather Shield,Large Leather Shield,None,None,25,8,0,0,0,0,Strike,3,Medium Shield,No,8100
Heavy Large Leather Shield,Large Leather Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,3,Medium Shield,No,100
Keen Large Leather Shield,Large Leather Shield,Keen,Keen,25,8,0,0,0,0,Strike,3,Medium Shield,No,200
Quality Large Leather Shield,Large Leather Shield,Quality,Quality,25,8,0,0,0,0,Strike,3,Medium Shield,No,300
Fire Large Leather Shield,Large Leather Shield,Fire,Fire,25,8,0,0,0,0,Strike,3,Medium Shield,No,400
Flame Art Large Leather Shield,Large Leather Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,3,Medium Shield,No,500
Lightning Large Leather Shield,Large Leather Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,3,Medium Shield,No,600
Sacred Large Leather Shield,Large Leather Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,3,Medium Shield,No,700
Magic Large Leather Shield,Large Leather Shield,Magic,Magic,25,8,0,0,0,0,Strike,3,Medium Shield,No,800
Cold Large Leather Shield,Large Leather Shield,Cold,Cold,25,8,0,0,0,0,Strike,3,Medium Shield,No,900
Poison Large Leather Shield,Large Leather Shield,Poison,Poison,25,8,0,0,0,0,Strike,3,Medium Shield,No,1000
Bloody Large Leather Shield,Large Leather Shield,Blood,Blood,25,8,0,0,0,0,Strike,3,Medium Shield,No,1100
Occult Large Leather Shield,Large Leather Shield,Occult,Occult,25,8,0,0,0,0,Strike,3,Medium Shield,No,1200
Horse Crest Wooden Shield,Horse Crest Wooden Shield,None,None,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,8100
Heavy Horse Crest Wooden Shield,Horse Crest Wooden Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,100
Keen Horse Crest Wooden Shield,Horse Crest Wooden Shield,Keen,Keen,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,200
Quality Horse Crest Wooden Shield,Horse Crest Wooden Shield,Quality,Quality,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,300
Fire Horse Crest Wooden Shield,Horse Crest Wooden Shield,Fire,Fire,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,400
Flame Art Horse Crest Wooden Shield,Horse Crest Wooden Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,500
Lightning Horse Crest Wooden Shield,Horse Crest Wooden Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,600
Sacred Horse Crest Wooden Shield,Horse Crest Wooden Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,700
Magic Horse Crest Wooden Shield,Horse Crest Wooden Shield,Magic,Magic,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,800
Cold Horse Crest Wooden Shield,Horse Crest Wooden Shield,Cold,Cold,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,900
Poison Horse Crest Wooden Shield,Horse Crest Wooden Shield,Poison,Poison,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1000
Blood Horse Crest Wooden Shield,Horse Crest Wooden Shield,Blood,Blood,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1100
Occult Horse Crest Wooden Shield,Horse Crest Wooden Shield,Occult,Occult,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1200
Candletree Wooden Shield,Candletree Wooden Shield,None,None,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,8100
Heavy Candletree Wooden Shield,Candletree Wooden Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,100
Keen Candletree Wooden Shield,Candletree Wooden Shield,Keen,Keen,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,200
Quality Candletree Wooden Shield,Candletree Wooden Shield,Quality,Quality,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,300
Fire Candletree Wooden Shield,Candletree Wooden Shield,Fire,Fire,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,400
Flame Art Candletree Wooden Shield,Candletree Wooden Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,500
Lightning Candletree Wooden Shield,Candletree Wooden Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,600
Sacred Candletree Wooden Shield,Candletree Wooden Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,700
Magic Candletree Wooden Shield,Candletree Wooden Shield,Magic,Magic,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,800
Cold Candletree Wooden Shield,Candletree Wooden Shield,Cold,Cold,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,900
Poison Candletree Wooden Shield,Candletree Wooden Shield,Poison,Poison,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1000
Blood Candletree Wooden Shield,Candletree Wooden Shield,Blood,Blood,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1100
Occult Candletree Wooden Shield,Candletree Wooden Shield,Occult,Occult,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1200
Flame Crest Wooden Shield,Flame Crest Wooden Shield,None,None,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,8100
Heavy Flame Crest Wooden Shield,Flame Crest Wooden Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,100
Keen Flame Crest Wooden Shield,Flame Crest Wooden Shield,Keen,Keen,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,200
Quality Flame Crest Wooden Shield,Flame Crest Wooden Shield,Quality,Quality,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,300
Fire Flame Crest Wooden Shield,Flame Crest Wooden Shield,Fire,Fire,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,400
Flame Art Flame Crest Wooden Shield,Flame Crest Wooden Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,500
Lightning Flame Crest Wooden Shield,Flame Crest Wooden Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,600
Sacred Flame Crest Wooden Shield,Flame Crest Wooden Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,700
Magic Flame Crest Wooden Shield,Flame Crest Wooden Shield,Magic,Magic,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,800
Cold Flame Crest Wooden Shield,Flame Crest Wooden Shield,Cold,Cold,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,900
Poison Flame Crest Wooden Shield,Flame Crest Wooden Shield,Poison,Poison,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1000
Blood Flame Crest Wooden Shield,Flame Crest Wooden Shield,Blood,Blood,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1100
Occult Flame Crest Wooden Shield,Flame Crest Wooden Shield,Occult,Occult,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1200
Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,None,None,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,8100
Heavy Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,100
Keen Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Keen,Keen,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,200
