Name,Physical,Magic,Fire,Lightning,Holy,AttackElementCorrect ID
Blood Caestus,0,0,0,0,0,10013
Occult Caestus,7,0,0,0,0,10013
Spiked Caestus,0,0,0,0,0,10000
Heavy Spiked Caestus,1,0,0,0,0,10000
Keen Spiked Caestus,2,0,0,0,0,10000
Quality Spiked Caestus,8,0,0,0,0,10000
Fire Spiked Caestus,0,0,4,0,0,10005
Flame Art Spiked Caestus,0,0,4,0,0,10000
Lightning Spiked Caestus,0,0,0,4,0,10000
Sacred Spiked Caestus,0,0,0,0,4,10000
Magic Spiked Caestus,0,4,0,0,0,10000
Cold Spiked Caestus,0,4,0,0,0,10000
Poison Spiked Caestus,0,0,0,0,0,10013
Blood Spiked Caestus,0,0,0,0,0,10013
Occult Spiked Caestus,7,0,0,0,0,10013
Grafted Dragon,0,0,4,0,0,10000
Iron Ball,0,0,0,0,0,10000
Heavy Iron Ball,1,0,0,0,0,10000
Keen Iron Ball,2,0,0,0,0,10000
Quality Iron Ball,8,0,0,0,0,10000
Fire Iron Ball,0,0,4,0,0,10005
Flame Art Iron Ball,0,0,4,0,0,10000
Lightning Iron Ball,0,0,0,4,0,10000
Sacred Iron Ball,0,0,0,0,4,10000
Magic Iron Ball,0,4,0,0,0,10000
Cold Iron Ball,0,4,0,0,0,10000
Poison Iron Ball,0,0,0,0,0,10013
Blood Iron Ball,0,0,0,0,0,10013
Occult Iron Ball,7,0,0,0,0,10013
Star Fist,0,0,0,0,0,10000
Heavy Star Fist,1,0,0,0,0,10000
Keen Star Fist,2,0,0,0,0,10000
Quality Star Fist,8,0,0,0,0,10000
Fire Star Fist,0,0,4,0,0,10005
Flame Art Star Fist,0,0,4,0,0,10000
Lightning Star Fist,0,0,0,4,0,10000
Sacred Star Fist,0,0,0,0,4,10000
Magic Star Fist,0,4,0,0,0,10000
Cold Star Fist,0,4,0,0,0,10000
Poison Star Fist,0,0,0,0,0,10013
Blood Star Fist,0,0,0,0,0,10013
Occult Star Fist,7,0,0,0,0,10013
Katar,0,0,0,0,0,10000
Heavy Katar,1,0,0,0,0,10000
Keen Katar,2,0,0,0,0,10000
Quality Katar,8,0,0,0,0,10000
Fire Katar,0,0,4,0,0,10005
Flame Art Katar,0,0,4,0,0,10000
Lightning Katar,0,0,0,4,0,10000
Sacred Katar,0,0,0,0,4,10000
Magic Katar,0,4,0,0,0,10000
Cold Katar,0,4,0,0,0,10000
Poison Katar,0,0,0,0,0,10013
Blood Katar,0,0,0,0,0,10013
Occult Katar,7,0,0,0,0,10013
Clinging Bone,7,4,0,0,0,10100
Veteran's Prosthesis,0,0,0,4,0,10000
Cipher Pata,0,0,0,0,4,10000
Hookclaws,0,0,0,0,0,10000
Heavy Hookclaws,1,0,0,0,0,10000
Keen Hookclaws,2,0,0,0,0,10000
Quality Hookclaws,8,0,0,0,0,10000
Fire Hookclaws,0,0,4,0,0,10005
Flame Art Hookclaws,0,0,4,0,0,10000
Lightning Hookclaws,0,0,0,4,0,10000
Sacred Hookclaws,0,0,0,0,4,10000
Magic Hookclaws,0,4,0,0,0,10000
Cold Hookclaws,0,4,0,0,0,10000
Poison Hookclaws,0,0,0,0,0,10013
Blood Hookclaws,0,0,0,0,0,10013
Occult Hookclaws,7,0,0,0,0,10013
Venomous Fang,0,0,0,0,0,10000
Heavy Venomous Fang,1,0,0,0,0,10000
Keen Venomous Fang,2,0,0,0,0,10000
Quality Venomous Fang,8,0,0,0,0,10000
Fire Venomous Fang,0,0,4,0,0,10005
Flame Art Venomous Fang,0,0,4,0,0,10000
Lightning Venomous Fang,0,0,0,4,0,10000
Sacred Venomous Fang,0,0,0,0,4,10000
Magic Venomous Fang,0,4,0,0,0,10000
Cold Venomous Fang,0,4,0,0,0,10000
Poison Venomous Fang,0,0,0,0,0,10013
Blood Venomous Fang,0,0,0,0,0,10013
Occult Venomous Fang,7,0,0,0,0,10013
Bloodhound Claws,0,0,0,0,0,10000
Heavy Bloodhound Claws,1,0,0,0,0,10000
Keen Bloodhound Claws,2,0,0,0,0,10000
Quality Bloodhound Claws,8,0,0,0,0,10000
Fire Bloodhound Claws,0,0,4,0,0,10005
Flame Art Bloodhound Claws,0,0,4,0,0,10000
Lightning Bloodhound Claws,0,0,0,4,0,10000
Sacred Bloodhound Claws,0,0,0,0,4,10000
Magic Bloodhound Claws,0,4,0,0,0,10000
Cold Bloodhound Claws,0,4,0,0,0,10000
Poison Bloodhound Claws,0,0,0,0,0,10013
Blood Bloodhound Claws,0,0,0,0,0,10013
Occult Bloodhound Claws,7,0,0,0,0,10013
Raptor Talons,0,0,0,0,0,10000
Heavy Raptor Talons,1,0,0,0,0,10000
Keen Raptor Talons,2,0,0,0,0,10000
Quality Raptor Talons,8,0,0,0,0,10000
Fire Raptor Talons,0,0,4,0,0,10005
Flame Art Raptor Talons,0,0,4,0,0,10000
Lightning Raptor Talons,0,0,0,4,0,10000
Sacred Raptor Talons,0,0,0,0,4,10000
Magic Raptor Talons,0,4,0,0,0,10000
Cold Raptor Talons,0,4,0,0,0,10000
Poison Raptor Talons,0,0,0,0,0,10013
Blood Raptor Talons,0,0,0,0,0,10013
Occult Raptor Talons,7,0,0,0,0,10013
Prelate's Inferno Crozier,0,0,0,0,0,10000
Prelate's Heavy Inferno Crozier,1,0,0,0,0,10000
Prelate's Keen Inferno Crozier,2,0,0,0,0,10000
Prelate's Quality Inferno Crozier,8,0,0,0,0,10000
Prelate's Fire Inferno Crozier,0,0,4,0,0,10005
Prelate's Flame Art Inferno Crozier,0,0,4,0,0,10000
Prelate's Lightning Inferno Crozier,0,0,0,4,0,10000
Prelate's Sacred Inferno Crozier,0,0,0,0,4,10000
Prelate's Magic Inferno Crozier,0,4,0,0,0,10000
Prelate's Cold Inferno Crozier,0,4,0,0,0,10000
Prelate's Poison Inferno Crozier,0,0,0,0,0,10013
Prelate's Blood Inferno Crozier,0,0,0,0,0,10013
Prelate's Occult Inferno Crozier,7,0,0,0,0,10013
Watchdog's Staff,0,0,0,0,0,10000
Great Club,0,0,0,0,0,10000
Heavy Great Club,1,0,0,0,0,10000
Keen Great Club,2,0,0,0,0,10000
Quality Great Club,8,0,0,0,0,10000
Fire Great Club,0,0,4,0,0,10005
Flame Art Great Club,0,0,4,0,0,10000
Lightning Great Club,0,0,0,4,0,10000
Sacred Great Club,0,0,0,0,4,10000
Magic Great Club,0,4,0,0,0,10000
Cold Great Club,0,4,0,0,0,10000
Poison Great Club,0,0,0,0,0,10013
Blood Great Club,0,0,0,0,0,10013
Occult Great Club,7,0,0,0,0,10013
Envoy's Greathorn,0,0,0,0,4,10000
Duelist Greataxe,0,0,0,0,0,10000
Heavy Duelist Greataxe,1,0,0,0,0,10000
Keen Duelist Greataxe,2,0,0,0,0,10000
Quality Duelist Greataxe,8,0,0,0,0,10000
Fire Duelist Greataxe,0,0,4,0,0,10005
Flame Art Duelist Greataxe,0,0,4,0,0,10000
Lightning Duelist Greataxe,0,0,0,4,0,10000
Sacred Duelist Greataxe,0,0,0,0,4,10000
Magic Duelist Greataxe,0,4,0,0,0,10000
Cold Duelist Greataxe,0,4,0,0,0,10000
Poison Duelist Greataxe,0,0,0,0,0,10013
Blood Duelist Greataxe,0,0,0,0,0,10013
Occult Duelist Greataxe,7,0,0,0,0,10013
Axe of Godfrey,0,0,0,0,0,10000
Dragon Greatclaw,0,0,0,4,0,10000
Staff of the Avatar,0,0,0,0,4,10000
Fallingstar Beast Jaw,0,4,0,0,0,10000
Ghiza's Wheel,0,0,0,0,0,10000
Giant-Crusher,0,0,0,0,0,10000
Heavy Giant-Crusher,1,0,0,0,0,10000
Keen Giant-Crusher,2,0,0,0,0,10000
Quality Giant-Crusher,8,0,0,0,0,10000
Fire Giant-Crusher,0,0,4,0,0,10005
Flame Art Giant-Crusher,0,0,4,0,0,10000
Lightning Giant-Crusher,0,0,0,4,0,10000
Sacred Giant-Crusher,0,0,0,0,4,10000
Magic Giant-Crusher,0,4,0,0,0,10000
Cold Giant-Crusher,0,4,0,0,0,10000
Poison Giant-Crusher,0,0,0,0,0,10013
Blood Giant-Crusher,0,0,0,0,0,10013
Occult Giant-Crusher,7,0,0,0,0,10013
Golem's Halberd,0,0,0,0,0,10000
Golem's Heavy Halberd,1,0,0,0,0,10000
Golem's Keen Halberd,2,0,0,0,0,10000
Golem's Quality Halberd,8,0,0,0,0,10000
Golem's Fire Halberd,0,0,4,0,0,10005
Golem's Flame Art Halberd,0,0,4,0,0,10000
Golem's Lightning Halberd,0,0,0,4,0,10000
Golem's Sacred Halberd,0,0,0,0,4,10000
Golem's Magic Halberd,0,4,0,0,0,10000
Golem's Cold Halberd,0,4,0,0,0,10000
Golem's Poison Halberd,0,0,0,0,0,10013
Golem's Blood Halberd,0,0,0,0,0,10013
Golem's Occult Halberd,7,0,0,0,0,10013
Troll's Hammer,0,0,4,0,0,10000
Rotten Staff,0,0,0,0,0,10000
Rotten Greataxe,0,0,0,0,0,10000
Heavy Rotten Greataxe,1,0,0,0,0,10000
Keen Rotten Greataxe,2,0,0,0,0,10000
Quality Rotten Greataxe,8,0,0,0,0,10000
Fire Rotten Greataxe,0,0,4,0,0,10005
Flame Art Rotten Greataxe,0,0,4,0,0,10000
Lightning Rotten Greataxe,0,0,0,4,0,10000
Sacred Rotten Greataxe,0,0,0,0,4,10000
Magic Rotten Greataxe,0,4,0,0,0,10000
Cold Rotten Greataxe,0,4,0,0,0,10000
Poison Rotten Greataxe,0,0,0,0,0,10013
Blood Rotten Greataxe,0,0,0,0,0,10013
Occult Rotten Greataxe,7,0,0,0,0,10013
Torch,0,0,4,0,0,10000
Steel-Wire Torch,0,0,4,0,0,10000
St. Trina's Torch,0,0,4,0,0,10000
Ghostflame Torch,0,4,0,0,0,10000
Beast-Repellent Torch,0,0,4,0,0,10000
Sentry's Torch,0,0,0,0,4,10000
Buckler,0,0,0,0,0,10000
Heavy Buckler,1,0,0,0,0,10000
Keen Buckler,2,0,0,0,0,10000
Quality Buckler,8,0,0,0,0,10000
Fire Buckler,0,0,4,0,0,10005
Flame Art Buckler,0,0,4,0,0,10000
Lightning Buckler,0,0,0,4,0,10000
Sacred Buckler,0,0,0,0,4,10000
Magic Buckler,0,4,0,0,0,10000
Cold Buckler,0,4,0,0,0,10000
Poison Buckler,0,0,0,0,0,10013
Bloody Buckler,0,0,0,0,0,10013
Occult Buckler,7,0,0,0,0,10013
Perfumer's Shield,0,0,0,0,0,10000
Perfumer's Heavy Shield,1,0,0,0,0,10000
Perfumer's Keen Shield,2,0,0,0,0,10000
Perfumer's Quality Shield,8,0,0,0,0,10000
Perfumer's Fire Shield,0,0,4,0,0,10005
Perfumer's Flame Art Shield,0,0,4,0,0,10000
Perfumer's Lightning Shield,0,0,0,4,0,10000
Perfumer's Sacred Shield,0,0,0,0,4,10000
Perfumer's Magic Shield,0,4,0,0,0,10000
Perfumer's Cold Shield,0,4,0,0,0,10000
Perfumer's Poison Shield,0,0,0,0,0,10013
Perfumer's Blood Shield,0,0,0,0,0,10013
Perfumer's Occult Shield,7,0,0,0,0,10013
Man-Serpent's Shield,0,0,0,0,0,10000
Man-Serpent's Heavy Shield,1,0,0,0,0,10000
Man-Serpent's Keen Shield,2,0,0,0,0,10000
Man-Serpent's Quality Shield,8,0,0,0,0,10000
Man-Serpent's Fire Shield,0,0,4,0,0,10005
Man-Serpent's Flame Art Shield,0,0,4,0,0,10000
Man-Serpent's Lightning Shield,0,0,0,4,0,10000
Man-Serpent's Sacred Shield,0,0,0,0,4,10000
Man-Serpent's Magic Shield,0,4,0,0,0,10000
Man-Serpent's Cold Shield,0,4,0,0,0,10000
Man-Serpent's Poison Shield,0,0,0,0,0,10013
Man-Serpent's Blood Shield,0,0,0,0,0,10013
Man-Serpent's Occult Shield,7,0,0,0,0,10013
Rickety Shield,0,0,0,0,0,10000
Heavy Rickety Shield,1,0,0,0,0,10000
Keen Rickety Shield,2,0,0,0,0,10000
Quality Rickety Shield,8,0,0,0,0,10000
Fire Rickety Shield,0,0,4,0,0,10005
Flame Art Rickety Shield,0,0,4,0,0,10000
Lightning Rickety Shield,0,0,0,4,0,10000
Sacred Rickety Shield,0,0,0,0,4,10000
Magic Rickety Shield,0,4,0,0,0,10000
Cold Rickety Shield,0,4,0,0,0,10000
Poison Rickety Shield,0,0,0,0,0,10013
Bloody Rickety Shield,0,0,0,0,0,10013
Occult Rickety Shield,7,0,0,0,0,10013
Pillory Shield,0,0,0,0,0,10000
Heavy Pillory Shield,1,0,0,0,0,10000
Keen Pillory Shield,2,0,0,0,0,10000
Quality Pillory Shield,8,0,0,0,0,10000
Fire Pillory Shield,0,0,4,0,0,10005
Flame Art Pillory Shield,0,0,4,0,0,10000
Lightning Pillory Shield,0,0,0,4,0,10000
Sacred Pillory Shield,0,0,0,0,4,10000
Magic Pillory Shield,0,4,0,0,0,10000
Cold Pillory Shield,0,4,0,0,0,10000
Poison Pillory Shield,0,0,0,0,0,10013
Blood Pillory Shield,0,0,0,0,0,10013
Occult Pillory Shield,7,0,0,0,0,10013
Beastman's Jar-Shield,0,0,0,0,0,10000
Beastman's Heavy Jar-Shield,1,0,0,0,0,10000
Beastman's Keen Jar-Shield,2,0,0,0,0,10000
Beastman's Quality Jar-Shield,8,0,0,0,0,10000
Beastman's Fire Jar-Shield,0,0,4,0,0,10005
Beastman's Flame Art Jar-Shield,0,0,4,0,0,10000
Beastman's Lightning Jar-Shield,0,0,0,4,0,10000
Beastman's Sacred Jar-Shield,0,0,0,0,4,10000
Beastman's Magic Jar-Shield,0,4,0,0,0,10000
Beastman's Cold Jar-Shield,0,4,0,0,0,10000
Beastman's Poison Jar-Shield,0,0,0,0,0,10013
Beastman's Blood Jar-Shield,0,0,0,0,0,10013
Beastman's Occult Jar-Shield,7,0,0,0,0,10013
Red Thorn Roundshield,0,0,0,0,0,10000
Heavy Red Thorn Roundshield,1,0,0,0,0,10000
Keen Red Thorn Roundshield,2,0,0,0,0,10000
Quality Red Thorn Roundshield,8,0,0,0,0,10000
Fire Red Thorn Roundshield,0,0,4,0,0,10005
Flame Art Red Thorn Roundshield,0,0,4,0,0,10000
Lightning Red Thorn Roundshield,0,0,0,4,0,10000
Sacred Red Thorn Roundshield,0,0,0,0,4,10000
Magic Red Thorn Roundshield,0,4,0,0,0,10000
Cold Red Thorn Roundshield,0,4,0,0,0,10000
Poison Red Thorn Roundshield,0,0,0,0,0,10013
Bloody Red Thorn Roundshield,0,0,0,0,0,10013
Occult Red Thorn Roundshield,7,0,0,0,0,10013
Scripture Wooden Shield,0,0,0,0,0,10000
Heavy Scripture Wooden Shield,1,0,0,0,0,10000
Keen Scripture Wooden Shield,2,0,0,0,0,10000
Quality Scripture Wooden Shield,8,0,0,0,0,10000
Fire Scripture Wooden Shield,0,0,4,0,0,10005
Flame Art Scripture Wooden Shield,0,0,4,0,0,10000
Lightning Scripture Wooden Shield,0,0,0,4,0,10000
Sacred Scripture Wooden Shield,0,0,0,0,4,10000
Magic Scripture Wooden Shield,0,4,0,0,0,10000
Cold Scripture Wooden Shield,0,4,0,0,0,10000
Poison Scripture Wooden Shield,0,0,0,0,0,10013
Blood Scripture Wooden Shield,0,0,0,0,0,10013
Occult Scripture Wooden Shield,7,0,0,0,0,10013
Riveted Wooden Shield,0,0,0,0,0,10000
Heavy Riveted Wooden Shield,1,0,0,0,0,10000
Keen Riveted Wooden Shield,2,0,0,0,0,10000
Quality Riveted Wooden Shield,8,0,0,0,0,10000
Fire Riveted Wooden Shield,0,0,4,0,0,10005
Flame Art Riveted Wooden Shield,0,0,4,0,0,10000
Lightning Riveted Wooden Shield,0,0,0,4,0,10000
Sacred Riveted Wooden Shield,0,0,0,0,4,10000
Magic Riveted Wooden Shield,0,4,0,0,0,10000
Cold Riveted Wooden Shield,0,4,0,0,0,10000
Poison Riveted Wooden Shield,0,0,0,0,0,10013
Blood Riveted Wooden Shield,0,0,0,0,0,10013
Occult Riveted Wooden Shield,7,0,0,0,0,10013
Blue-White Wooden Shield,0,0,0,0,0,10000
Heavy Blue-White Wooden Shield,1,0,0,0,0,10000
Keen Blue-White Wooden Shield,2,0,0,0,0,10000
Quality Blue-White Wooden Shield,8,0,0,0,0,10000
Fire Blue-White Wooden Shield,0,0,4,0,0,10005
Flame Art Blue-White Wooden Shield,0,0,4,0,0,10000
Lightning Blue-White Wooden Shield,0,0,0,4,0,10000
Sacred Blue-White Wooden Shield,0,0,0,0,4,10000
Magic Blue-White Wooden Shield,0,4,0,0,0,10000
Cold Blue-White Wooden Shield,0,4,0,0,0,10000
Poison Blue-White Wooden Shield,0,0,0,0,0,10013
Blood Blue-White Wooden Shield,0,0,0,0,0,10013
Occult Blue-White Wooden Shield,7,0,0,0,0,10013
Rift Shield,0,0,0,0,0,10000
Heavy Rift Shield,1,0,0,0,0,10000
Keen Rift Shield,2,0,0,0,0,10000
Quality Rift Shield,8,0,0,0,0,10000
Fire Rift Shield,0,0,4,0,0,10005
Flame Art Rift Shield,0,0,4,0,0,10000
Lightning Rift Shield,0,0,0,4,0,10000
Sacred Rift Shield,0,0,0,0,4,10000
Magic Rift Shield,0,4,0,0,0,10000
Cold Rift Shield,0,4,0,0,0,10000
Poison Rift Shield,0,0,0,0,0,10013
Blood Rift Shield,0,0,0,0,0,10013
Occult Rift Shield,7,0,0,0,0,10013
Iron Roundshield,0,0,0,0,0,10000
Heavy Iron Roundshield,1,0,0,0,0,10000
Keen Iron Roundshield,2,0,0,0,0,10000
Quality Iron Roundshield,8,0,0,0,0,10000
Fire Iron Roundshield,0,0,4,0,0,10005
Flame Art Iron Roundshield,0,0,4,0,0,10000
Lightning Iron Roundshield,0,0,0,4,0,10000
Sacred Iron Roundshield,0,0,0,0,4,10000
Magic Iron Roundshield,0,4,0,0,0,10000
Cold Iron Roundshield,0,4,0,0,0,10000
Poison Iron Roundshield,0,0,0,0,0,10013
Bloody Iron Roundshield,0,0,0,0,0,10013
Occult Iron Roundshield,7,0,0,0,0,10013
Gilded Iron Shield,0,0,0,0,0,10000
Gilded Heavy Iron Shield,1,0,0,0,0,10000
Gilded Keen Iron Shield,2,0,0,0,0,10000
Gilded Quality Iron Shield,8,0,0,0,0,10000
Gilded Fire Iron Shield,0,0,4,0,0,10005
Gilded Flame Art Iron Shield,0,0,4,0,0,10000
Gilded Lightning Iron Shield,0,0,0,4,0,10000
Gilded Sacred Iron Shield,0,0,0,0,4,10000
Gilded Magic Iron Shield,0,4,0,0,0,10000
Gilded Cold Iron Shield,0,4,0,0,0,10000
Gilded Poison Iron Shield,0,0,0,0,0,10013
Gilded Blood Iron Shield,0,0,0,0,0,10013
Gilded Occult Iron Shield,7,0,0,0,0,10013
Ice Crest Shield,0,0,0,0,0,10000
Heavy Ice Crest Shield,1,0,0,0,0,10000
Keen Ice Crest Shield,2,0,0,0,0,10000
Quality Ice Crest Shield,8,0,0,0,0,10000
Fire Ice Crest Shield,0,0,4,0,0,10005
Flame Art Ice Crest Shield,0,0,4,0,0,10000
Lightning Ice Crest Shield,0,0,0,4,0,10000
Sacred Ice Crest Shield,0,0,0,0,4,10000
Magic Ice Crest Shield,0,4,0,0,0,10000
Cold Ice Crest Shield,0,4,0,0,0,10000
Poison Ice Crest Shield,0,0,0,0,0,10013
Blood Ice Crest Shield,0,0,0,0,0,10013
Occult Ice Crest Shield,7,0,0,0,0,10013
Smoldering Shield,0,0,4,0,0,10000
Spiralhorn Shield,0,0,0,0,0,10000
Heavy Spiralhorn Shield,1,0,0,0,0,10000
Keen Spiralhorn Shield,2,0,0,0,0,10000
Quality Spiralhorn Shield,8,0,0,0,0,10000
Fire Spiralhorn Shield,0,0,4,0,0,10005
Flame Art Spiralhorn Shield,0,0,4,0,0,10000
Lightning Spiralhorn Shield,0,0,0,4,0,10000
Sacred Spiralhorn Shield,0,0,0,0,4,10000
Magic Spiralhorn Shield,0,4,0,0,0,10000
Cold Spiralhorn Shield,0,4,0,0,0,10000
Poison Spiralhorn Shield,0,0,0,0,0,10013
Blood Spiralhorn Shield,0,0,0,0,0,10013
Occult Spiralhorn Shield,7,0,0,0,0,10013
Coil Shield,0,0,0,0,0,10000
Kite Shield,0,0,0,0,0,10000
Heavy Kite Shield,1,0,0,0,0,10000
Keen Kite Shield,2,0,0,0,0,10000
Quality Kite Shield,8,0,0,0,0,10000
Fire Kite Shield,0,0,4,0,0,10005
Flame Art Kite Shield,0,0,4,0,0,10000
Lightning Kite Shield,0,0,0,4,0,10000
Sacred Kite Shield,0,0,0,0,4,10000
Magic Kite Shield,0,4,0,0,0,10000
Cold Kite Shield,0,4,0,0,0,10000
Poison Kite Shield,0,0,0,0,0,10013
Blood Kite Shield,0,0,0,0,0,10013
Occult Kite Shield,7,0,0,0,0,10013
Marred Leather Shield,0,0,0,0,0,10000
Marred Heavy Leather Shield,1,0,0,0,0,10000
Marred Keen Leather Shield,2,0,0,0,0,10000
Marred Quality Leather Shield,8,0,0,0,0,10000
Marred Fire Leather Shield,0,0,4,0,0,10005
Marred Flame Art Leather Shield,0,0,4,0,0,10000
Marred Lightning Leather Shield,0,0,0,4,0,10000
Marred Sacred Leather Shield,0,0,0,0,4,10000
Marred Magic Leather Shield,0,4,0,0,0,10000
Marred Cold Leather Shield,0,4,0,0,0,10000
Marred Poison Leather Shield,0,0,0,0,0,10013
Marred Blood Leather Shield,0,0,0,0,0,10013
Marred Occult Leather Shield,7,0,0,0,0,10013
Marred Wooden Shield,0,0,0,0,0,10000
Marred Heavy Wooden Shield,1,0,0,0,0,10000
Marred Keen Wooden Shield,2,0,0,0,0,10000
Marred Quality Wooden Shield,8,0,0,0,0,10000
Marred Fire Wooden Shield,0,0,4,0,0,10005
Marred Flame Art Wooden Shield,0,0,4,0,0,10000
Marred Lightning Wooden Shield,0,0,0,4,0,10000
Marred Sacred Wooden Shield,0,0,0,0,4,10000
Marred Magic Wooden Shield,0,4,0,0,0,10000
Marred Cold Wooden Shield,0,4,0,0,0,10000
Marred Poison Wooden Shield,0,0,0,0,0,10013
Marred Blood Wooden Shield,0,0,0,0,0,10013
Marred Occult Wooden Shield,7,0,0,0,0,10013
Banished Knight's Shield,0,0,0,0,0,10000
Banished Knight's Heavy Shield,1,0,0,0,0,10000
Banished Knight's Keen Shield,2,0,0,0,0,10000
Banished Knight's Quality Shield,8,0,0,0,0,10000
Banished Knight's Fire Shield,0,0,4,0,0,10005
Banished Knight's Flame Art Shield,0,0,4,0,0,10000
Banished Knight's Lightning Shield,0,0,0,4,0,10000
Banished Knight's Sacred Shield,0,0,0,0,4,10000
Banished Knight's Magic Shield,0,4,0,0,0,10000
Banished Knight's Cold Shield,0,4,0,0,0,10000
Banished Knight's Poison Shield,0,0,0,0,0,10013
Banished Knight's Blood Shield,0,0,0,0,0,10013
Banished Knight's Occult Shield,7,0,0,0,0,10013
Albinauric Shield,0,0,0,0,0,10000
Heavy Albinauric Shield,1,0,0,0,0,10000
Keen Albinauric Shield,2,0,0,0,0,10000
Quality Albinauric Shield,8,0,0,0,0,10000
Fire Albinauric Shield,0,0,4,0,0,10005
Flame Art Albinauric Shield,0,0,4,0,0,10000
Lightning Albinauric Shield,0,0,0,4,0,10000
Sacred Albinauric Shield,0,0,0,0,4,10000
Magic Albinauric Shield,0,4,0,0,0,10000
Cold Albinauric Shield,0,4,0,0,0,10000
Poison Albinauric Shield,0,0,0,0,0,10013
Blood Albinauric Shield,0,0,0,0,0,10013
Occult Albinauric Shield,7,0,0,0,0,10013
Sun Realm Shield,0,0,0,0,0,10000
Heavy Sun Realm Shield,1,0,0,0,0,10000
Keen Sun Realm Shield,2,0,0,0,0,10000
Quality Sun Realm Shield,8,0,0,0,0,10000
Fire Sun Realm Shield,0,0,4,0,0,10005
Flame Art Sun Realm Shield,0,0,4,0,0,10000
Lightning Sun Realm Shield,0,0,0,4,0,10000
Sacred Sun Realm Shield,0,0,0,0,4,10000
Magic Sun Realm Shield,0,4,0,0,0,10000
Cold Sun Realm Shield,0,4,0,0,0,10000
Poison Sun Realm Shield,0,0,0,0,0,10013
Blood Sun Realm Shield,0,0,0,0,0,10013
Occult Sun Realm Shield,7,0,0,0,0,10013
Silver Mirrorshield,0,4,0,0,0,10000
Round Shield,0,0,0,0,0,10000
Heavy Round Shield,1,0,0,0,0,10000
Keen Round Shield,2,0,0,0,0,10000
Quality Round Shield,8,0,0,0,0,10000
Fire Round Shield,0,0,4,0,0,10005
Flame Art Round Shield,0,0,4,0,0,10000
Lightning Round Shield,0,0,0,4,0,10000
Sacred Round Shield,0,0,0,0,4,10000
Magic Round Shield,0,4,0,0,0,10000
Cold Round Shield,0,4,0,0,0,10000
Poison Round Shield,0,0,0,0,0,10013
Blood Round Shield,0,0,0,0,0,10013
Occult Round Shield,7,0,0,0,0,10013
Scorpion Kite Shield,0,0,0,0,0,10000
Heavy Scorpion Kite Shield,1,0,0,0,0,10000
Keen Scorpion Kite Shield,2,0,0,0,0,10000
Quality Scorpion Kite Shield,8,0,0,0,0,10000
Fire Scorpion Kite Shield,0,0,4,0,0,10005
Flame Art Scorpion Kite Shield,0,0,4,0,0,10000
Lightning Scorpion Kite Shield,0,0,0,4,0,10000
Sacred Scorpion Kite Shield,0,0,0,0,4,10000
Magic Scorpion Kite Shield,0,4,0,0,0,10000
Cold Scorpion Kite Shield,0,4,0,0,0,10000
Poison Scorpion Kite Shield,0,0,0,0,0,10013
Blood Scorpion Kite Shield,0,0,0,0,0,10013
Occult Scorpion Kite Shield,7,0,0,0,0,10013
Twinbird Kite Shield,0,0,0,0,0,10000
Heavy Twinbird Kite Shield,1,0,0,0,0,10000
Keen Twinbird Kite Shield,2,0,0,0,0,10000
Quality Twinbird Kite Shield,8,0,0,0,0,10000
Fire Twinbird Kite Shield,0,0,4,0,0,10005
Flame Art Twinbird Kite Shield,0,0,4,0,0,10000
Lightning Twinbird Kite Shield,0,0,0,4,0,10000
Sacred Twinbird Kite Shield,0,0,0,0,4,10000
Magic Twinbird Kite Shield,0,4,0,0,0,10000
Cold Twinbird Kite Shield,0,4,0,0,0,10000
Poison Twinbird Kite Shield,0,0,0,0,0,10013
Blood Twinbird Kite Shield,0,0,0,0,0,10013
Occult Twinbird Kite Shield,7,0,0,0,0,10013
Blue-Gold Kite Shield,0,0,0,0,0,10000
Heavy Blue-Gold Kite Shield,1,0,0,0,0,10000
Keen Blue-Gold Kite Shield,2,0,0,0,0,10000
Quality Blue-Gold Kite Shield,8,0,0,0,0,10000
Fire Blue-Gold Kite Shield,0,0,4,0,0,10005
Flame Art Blue-Gold Kite Shield,0,0,4,0,0,10000
Lightning Blue-Gold Kite Shield,0,0,0,4,0,10000
Sacred Blue-Gold Kite Shield,0,0,0,0,4,10000
Magic Blue-Gold Kite Shield,0,4,0,0,0,10000
Cold Blue-Gold Kite Shield,0,4,0,0,0,10000
Poison Blue-Gold Kite Shield,0,0,0,0,0,10013
Blood Blue-Gold Kite Shield,0,0,0,0,0,10013
Occult Blue-Gold Kite Shield,7,0,0,0,0,10013
Brass Shield,0,0,0,0,0,10000
Heavy Brass Shield,1,0,0,0,0,10000
Keen Brass Shield,2,0,0,0,0,10000
Quality Brass Shield,8,0,0,0,0,10000
Fire Brass Shield,0,0,4,0,0,10005
Flame Art Brass Shield,0,0,4,0,0,10000
Lightning Brass Shield,0,0,0,4,0,10000
Sacred Brass Shield,0,0,0,0,4,10000
Magic Brass Shield,0,4,0,0,0,10000
Cold Brass Shield,0,4,0,0,0,10000
Poison Brass Shield,0,0,0,0,0,10013
Blood Brass Shield,0,0,0,0,0,10013
Occult Brass Shield,7,0,0,0,0,10013
Great Turtle Shell,0,0,0,0,0,10000
Heavy Great Turtle Shell,1,0,0,0,0,10000
Keen Great Turtle Shell,2,0,0,0,0,10000
Quality Great Turtle Shell,8,0,0,0,0,10000
