Name,Str +0,Dex +0,Int +0,Fai +0,Arc +0,Str +1,Dex +1,Int +1,Fai +1,Arc +1,Str +2,Dex +2,Int +2,Fai +2,Arc +2,Str +3,Dex +3,Int +3,Fai +3,Arc +3,Str +4,Dex +4,Int +4,Fai +4,Arc +4,Str +5,Dex +5,Int +5,Fai +5,Arc +5,Str +6,Dex +6,Int +6,Fai +6,Arc +6,Str +7,Dex +7,Int +7,Fai +7,Arc +7,Str +8,Dex +8,Int +8,Fai +8,Arc +8,Str +9,Dex +9,Int +9,Fai +9,Arc +9,Str +10,Dex +10,Int +10,Fai +10,Arc +10,Str +11,Dex +11,Int +11,Fai +11,Arc +11,Str +12,Dex +12,Int +12,Fai +12,Arc +12,Str +13,Dex +13,Int +13,Fai +13,Arc +13,Str +14,Dex +14,Int +14,Fai +14,Arc +14,Str +15,Dex +15,Int +15,Fai +15,Arc +15,Str +16,Dex +16,Int +16,Fai +16,Arc +16,Str +17,Dex +17,Int +17,Fai +17,Arc +17,Str +18,Dex +18,Int +18,Fai +18,Arc +18,Str +19,Dex +19,Int +19,Fai +19,Arc +19,Str +20,Dex +20,Int +20,Fai +20,Arc +20,Str +21,Dex +21,Int +21,Fai +21,Arc +21,Str +22,Dex +22,Int +22,Fai +22,Arc +22,Str +23,Dex +23,Int +23,Fai +23,Arc +23,Str +24,Dex +24,Int +24,Fai +24,Arc +24,Str +25,Dex +25,Int +25,Fai +25,Arc +25
Blood Shield of the Guilty,0.38,0,0,0,0.3,0.3952,0,0,0,0.309,0.4104,0,0,0,0.318,0.4256,0,0,0,0.327,0.4408,0,0,0,0.336,0.456,0,0,0,0.345,0.4712,0,0,0,0.354,0.4864,0,0,0,0.363,0.5016,0,0,0,0.372,0.5168,0,0,0,0.381,0.532,0,0,0,0.39,0.5434,0,0,0,0.393,0.5548,0,0,0,0.396,0.5662,0,0,0,0.399,0.5776,0,0,0,0.402,0.589,0,0,0,0.405,0.6004,0,0,0,0.408,0.6118,0,0,0,0.411,0.6232,0,0,0,0.414,0.6346,0,0,0,0.417,0.646,0,0,0,0.42,0.6612,0,0,0,0.423,0.6764,0,0,0,0.426,0.6916,0,0,0,0.429,0.7068,0,0,0,0.432,0.722,0,0,0,0.435
Occult Shield of the Guilty,0.304,0,0,0,0.38,0.3192,0,0,0,0.3952,0.3344,0,0,0,0.4104,0.3496,0,0,0,0.4256,0.3648,0,0,0,0.4408,0.38,0,0,0,0.456,0.3952,0,0,0,0.4712,0.4104,0,0,0,0.4864,0.4256,0,0,0,0.5016,0.4408,0,0,0,0.5168,0.456,0,0,0,0.532,0.4636,0,0,0,0.5434,0.4712,0,0,0,0.5548,0.4788,0,0,0,0.5662,0.4864,0,0,0,0.5776,0.494,0,0,0,0.589,0.5016,0,0,0,0.6004,0.5092,0,0,0,0.6118,0.5168,0,0,0,0.6232,0.5244,0,0,0,0.6346,0.532,0,0,0,0.646,0.5396,0,0,0,0.6536,0.5472,0,0,0,0.6612,0.5548,0,0,0,0.6688,0.5624,0,0,0,0.6764,0.57,0,0,0,0.684
Carian Knight's Shield,0.4,0,0.3,0,0,0.416,0,0.312,0,0,0.432,0,0.324,0,0,0.448,0,0.336,0,0,0.464,0,0.348,0,0,0.48,0,0.36,0,0,0.496,0,0.372,0,0,0.512,0,0.384,0,0,0.528,0,0.396,0,0,0.544,0,0.408,0,0,0.56,0,0.42,0,0,0.572,0,0.429,0,0,0.584,0,0.438,0,0,0.596,0,0.447,0,0,0.608,0,0.456,0,0,0.62,0,0.465,0,0,0.632,0,0.474,0,0,0.644,0,0.483,0,0,0.656,0,0.492,0,0,0.668,0,0.501,0,0,0.68,0,0.51,0,0,0.688,0,0.516,0,0,0.696,0,0.522,0,0,0.704,0,0.528,0,0,0.712,0,0.534,0,0,0.72,0,0.54,0,0
Carian Knight's Heavy Shield,0.684,0,0.14,0,0,0.703,0,0.1456,0,0,0.722,0,0.1512,0,0,0.741,0,0.1568,0,0,0.76,0,0.1624,0,0,0.779,0,0.168,0,0,0.798,0,0.1736,0,0,0.817,0,0.1792,0,0,0.836,0,0.1848,0,0,0.855,0,0.1904,0,0,0.874,0,0.196,0,0,0.8892,0,0.2002,0,0,0.9044,0,0.2044,0,0,0.9196,0,0.2086,0,0,0.9348,0,0.2128,0,0,0.95,0,0.217,0,0,0.9652,0,0.2212,0,0,0.9804,0,0.2254,0,0,0.9956,0,0.2296,0,0,1.0108,0,0.2338,0,0,1.026,0,0.238,0,0,1.0336,0,0.2408,0,0,1.0412,0,0.2436,0,0,1.0488,0,0.2464,0,0,1.0564,0,0.2492,0,0,1.064,0,0.252,0,0
Carian Knight's Keen Shield,0.07,0.63,0.14,0,0,0.0742,0.6475,0.1456,0,0,0.0784,0.665,0.1512,0,0,0.0826,0.6825,0.1568,0,0,0.0868,0.7,0.1624,0,0,0.091,0.7175,0.168,0,0,0.0952,0.735,0.1736,0,0,0.0994,0.7525,0.1792,0,0,0.1036,0.77,0.1848,0,0,0.1078,0.7875,0.1904,0,0,0.112,0.805,0.196,0,0,0.1148,0.819,0.2002,0,0,0.1176,0.833,0.2044,0,0,0.1204,0.847,0.2086,0,0,0.1232,0.861,0.2128,0,0,0.126,0.875,0.217,0,0,0.1288,0.889,0.2212,0,0,0.1316,0.903,0.2254,0,0,0.1344,0.917,0.2296,0,0,0.1372,0.931,0.2338,0,0,0.14,0.945,0.238,0,0,0.1484,0.952,0.2408,0,0,0.1568,0.959,0.2436,0,0,0.1652,0.966,0.2464,0,0,0.1736,0.973,0.2492,0,0,0.182,0.98,0.252,0,0
Carian Knight's Quality Shield,0.44,0.44,0.14,0,0,0.462,0.462,0.1456,0,0,0.484,0.484,0.1512,0,0,0.506,0.506,0.1568,0,0,0.528,0.528,0.1624,0,0,0.55,0.55,0.168,0,0,0.572,0.572,0.1736,0,0,0.594,0.594,0.1792,0,0,0.616,0.616,0.1848,0,0,0.638,0.638,0.1904,0,0,0.66,0.66,0.196,0,0,0.6732,0.6732,0.2002,0,0,0.6864,0.6864,0.2044,0,0,0.6996,0.6996,0.2086,0,0,0.7128,0.7128,0.2128,0,0,0.726,0.726,0.217,0,0,0.7392,0.7392,0.2212,0,0,0.7524,0.7524,0.2254,0,0,0.7656,0.7656,0.2296,0,0,0.7788,0.7788,0.2338,0,0,0.792,0.792,0.238,0,0,0.8008,0.8008,0.2408,0,0,0.8096,0.8096,0.2436,0,0,0.8184,0.8184,0.2464,0,0,0.8272,0.8272,0.2492,0,0,0.836,0.836,0.252,0,0
Carian Knight's Fire Shield,0.455,0.035,0.14,0,0,0.469,0.0371,0.1456,0,0,0.483,0.0392,0.1512,0,0,0.497,0.0413,0.1568,0,0,0.511,0.0434,0.1624,0,0,0.525,0.0455,0.168,0,0,0.539,0.0476,0.1736,0,0,0.553,0.0497,0.1792,0,0,0.567,0.0518,0.1848,0,0,0.581,0.0539,0.1904,0,0,0.595,0.056,0.196,0,0,0.6055,0.0581,0.2002,0,0,0.616,0.0602,0.2044,0,0,0.6265,0.0623,0.2086,0,0,0.637,0.0644,0.2128,0,0,0.6475,0.0665,0.217,0,0,0.658,0.0686,0.2212,0,0,0.6685,0.0707,0.2254,0,0,0.679,0.0728,0.2296,0,0,0.6895,0.0749,0.2338,0,0,0.7,0.077,0.238,0,0,0.707,0.0784,0.2408,0,0,0.714,0.0798,0.2436,0,0,0.721,0.0812,0.2464,0,0,0.728,0.0826,0.2492,0,0,0.735,0.084,0.252,0,0
Carian Knight's Flame Art Shield,0.064,0,0.14,0.42,0,0.068,0,0.1512,0.4494,0,0.072,0,0.1624,0.4788,0,0.076,0,0.1736,0.5082,0,0.08,0,0.1848,0.5376,0,0.084,0,0.196,0.567,0,0.088,0,0.2072,0.5964,0,0.092,0,0.2184,0.6258,0,0.096,0,0.2296,0.6552,0,0.1,0,0.2408,0.6846,0,0.104,0,0.252,0.714,0,0.1072,0,0.259,0.735,0,0.1104,0,0.266,0.756,0,0.1136,0,0.273,0.777,0,0.1168,0,0.28,0.798,0,0.12,0,0.287,0.819,0,0.1232,0,0.294,0.84,0,0.1264,0,0.301,0.861,0,0.1296,0,0.308,0.882,0,0.1328,0,0.315,0.903,0,0.136,0,0.322,0.924,0,0.1376,0,0.308,0.9324,0,0.1392,0,0.294,0.9408,0,0.1408,0,0.28,0.9492,0,0.1424,0,0.266,0.9576,0,0.144,0,0.252,0.966,0
Carian Knight's Lightning Shield,0.07,0.429,0.14,0,0,0.0742,0.4422,0.1456,0,0,0.0784,0.4554,0.1512,0,0,0.0826,0.4686,0.1568,0,0,0.0868,0.4818,0.1624,0,0,0.091,0.495,0.168,0,0,0.0952,0.5082,0.1736,0,0,0.0994,0.5214,0.1792,0,0,0.1036,0.5346,0.1848,0,0,0.1078,0.5478,0.1904,0,0,0.112,0.561,0.196,0,0,0.1162,0.5709,0.2002,0,0,0.1204,0.5808,0.2044,0,0,0.1246,0.5907,0.2086,0,0,0.1288,0.6006,0.2128,0,0,0.133,0.6105,0.217,0,0,0.1372,0.6204,0.2212,0,0,0.1414,0.6303,0.2254,0,0,0.1456,0.6402,0.2296,0,0,0.1498,0.6501,0.2338,0,0,0.154,0.66,0.238,0,0,0.1568,0.6666,0.2408,0,0,0.1596,0.6732,0.2436,0,0,0.1624,0.6798,0.2464,0,0,0.1652,0.6864,0.2492,0,0,0.168,0.693,0.252,0,0
Carian Knight's Sacred Shield,0.08,0,0.14,0.42,0,0.0832,0,0.1456,0.4494,0,0.0864,0,0.1512,0.4788,0,0.0896,0,0.1568,0.5082,0,0.0928,0,0.1624,0.5376,0,0.096,0,0.168,0.567,0,0.0992,0,0.1736,0.5964,0,0.1024,0,0.1792,0.6258,0,0.1056,0,0.1848,0.6552,0,0.1088,0,0.1904,0.6846,0,0.112,0,0.196,0.714,0,0.1144,0,0.2002,0.735,0,0.1168,0,0.2044,0.756,0,0.1192,0,0.2086,0.777,0,0.1216,0,0.2128,0.798,0,0.124,0,0.217,0.819,0,0.1264,0,0.2212,0.84,0,0.1288,0,0.2254,0.861,0,0.1312,0,0.2296,0.882,0,0.1336,0,0.2338,0.903,0,0.136,0,0.238,0.924,0,0.1376,0,0.2408,0.9324,0,0.1392,0,0.2436,0.9408,0,0.1408,0,0.2464,0.9492,0,0.1424,0,0.2492,0.9576,0,0.144,0,0.252,0.966,0
Carian Knight's Magic Shield,0.032,0,0.38,0,0,0.0332,0,0.4066,0,0,0.0344,0,0.4332,0,0,0.0356,0,0.4598,0,0,0.0368,0,0.4864,0,0,0.038,0,0.513,0,0,0.0392,0,0.5396,0,0,0.0404,0,0.5662,0,0,0.0416,0,0.5928,0,0,0.0428,0,0.6194,0,0,0.044,0,0.646,0,0,0.0444,0,0.665,0,0,0.0448,0,0.684,0,0,0.0452,0,0.703,0,0,0.0456,0,0.722,0,0,0.046,0,0.741,0,0,0.0464,0,0.76,0,0,0.0468,0,0.779,0,0,0.0472,0,0.798,0,0,0.0476,0,0.817,0,0,0.048,0,0.836,0,0,0.0488,0,0.8474,0,0,0.0496,0,0.8588,0,0,0.0504,0,0.8702,0,0,0.0512,0,0.8816,0,0,0.052,0,0.893,0,0
Carian Knight's Cold Shield,0.36,0,0.42,0,0,0.378,0,0.441,0,0,0.396,0,0.462,0,0,0.414,0,0.483,0,0,0.432,0,0.504,0,0,0.45,0,0.525,0,0,0.468,0,0.546,0,0,0.486,0,0.567,0,0,0.504,0,0.588,0,0,0.522,0,0.609,0,0,0.54,0,0.63,0,0,0.5508,0,0.6468,0,0,0.5616,0,0.6636,0,0,0.5724,0,0.6804,0,0,0.5832,0,0.6972,0,0,0.594,0,0.714,0,0,0.6048,0,0.7308,0,0,0.6156,0,0.7476,0,0,0.6264,0,0.7644,0,0,0.6372,0,0.7812,0,0,0.648,0,0.798,0,0,0.6552,0,0.8064,0,0,0.6624,0,0.8148,0,0,0.6696,0,0.8232,0,0,0.6768,0,0.8316,0,0,0.684,0,0.84,0,0
Carian Knight's Poison Shield,0.38,0,0.14,0,0.3,0.3952,0,0.1456,0,0.309,0.4104,0,0.1512,0,0.318,0.4256,0,0.1568,0,0.327,0.4408,0,0.1624,0,0.336,0.456,0,0.168,0,0.345,0.4712,0,0.1736,0,0.354,0.4864,0,0.1792,0,0.363,0.5016,0,0.1848,0,0.372,0.5168,0,0.1904,0,0.381,0.532,0,0.196,0,0.39,0.5434,0,0.2002,0,0.393,0.5548,0,0.2044,0,0.396,0.5662,0,0.2086,0,0.399,0.5776,0,0.2128,0,0.402,0.589,0,0.217,0,0.405,0.6004,0,0.2212,0,0.408,0.6118,0,0.2254,0,0.411,0.6232,0,0.2296,0,0.414,0.6346,0,0.2338,0,0.417,0.646,0,0.238,0,0.42,0.6612,0,0.2436,0,0.423,0.6764,0,0.2492,0,0.426,0.6916,0,0.2548,0,0.429,0.7068,0,0.2604,0,0.432,0.722,0,0.266,0,0.435
Carian Knight's Bloody Shield,0.38,0,0.14,0,0.3,0.3952,0,0.1456,0,0.309,0.4104,0,0.1512,0,0.318,0.4256,0,0.1568,0,0.327,0.4408,0,0.1624,0,0.336,0.456,0,0.168,0,0.345,0.4712,0,0.1736,0,0.354,0.4864,0,0.1792,0,0.363,0.5016,0,0.1848,0,0.372,0.5168,0,0.1904,0,0.381,0.532,0,0.196,0,0.39,0.5434,0,0.2002,0,0.393,0.5548,0,0.2044,0,0.396,0.5662,0,0.2086,0,0.399,0.5776,0,0.2128,0,0.402,0.589,0,0.217,0,0.405,0.6004,0,0.2212,0,0.408,0.6118,0,0.2254,0,0.411,0.6232,0,0.2296,0,0.414,0.6346,0,0.2338,0,0.417,0.646,0,0.238,0,0.42,0.6612,0,0.2436,0,0.423,0.6764,0,0.2492,0,0.426,0.6916,0,0.2548,0,0.429,0.7068,0,0.2604,0,0.432,0.722,0,0.266,0,0.435
Carian Knight's Occult Shield,0.304,0,0.112,0,0.56,0.3192,0,0.1176,0,0.5824,0.3344,0,0.1232,0,0.6048,0.3496,0,0.1288,0,0.6272,0.3648,0,0.1344,0,0.6496,0.38,0,0.14,0,0.672,0.3952,0,0.1456,0,0.6944,0.4104,0,0.1512,0,0.7168,0.4256,0,0.1568,0,0.7392,0.4408,0,0.1624,0,0.7616,0.456,0,0.168,0,0.784,0.4636,0,0.1708,0,0.8008,0.4712,0,0.1736,0,0.8176,0.4788,0,0.1764,0,0.8344,0.4864,0,0.1792,0,0.8512,0.494,0,0.182,0,0.868,0.5016,0,0.1848,0,0.8848,0.5092,0,0.1876,0,0.9016,0.5168,0,0.1904,0,0.9184,0.5244,0,0.1932,0,0.9352,0.532,0,0.196,0,0.952,0.5396,0,0.1988,0,0.9632,0.5472,0,0.2016,0,0.9744,0.5548,0,0.2044,0,0.9856,0.5624,0,0.2072,0,0.9968,0.57,0,0.21,0,1.008
Large Leather Shield,0.4,0,0,0,0,0.416,0,0,0,0,0.432,0,0,0,0,0.448,0,0,0,0,0.464,0,0,0,0,0.48,0,0,0,0,0.496,0,0,0,0,0.512,0,0,0,0,0.528,0,0,0,0,0.544,0,0,0,0,0.56,0,0,0,0,0.572,0,0,0,0,0.584,0,0,0,0,0.596,0,0,0,0,0.608,0,0,0,0,0.62,0,0,0,0,0.632,0,0,0,0,0.644,0,0,0,0,0.656,0,0,0,0,0.668,0,0,0,0,0.68,0,0,0,0,0.688,0,0,0,0,0.696,0,0,0,0,0.704,0,0,0,0,0.712,0,0,0,0,0.72,0,0,0,0
Heavy Large Leather Shield,0.648,0,0,0,0,0.666,0,0,0,0,0.684,0,0,0,0,0.702,0,0,0,0,0.72,0,0,0,0,0.738,0,0,0,0,0.756,0,0,0,0,0.774,0,0,0,0,0.792,0,0,0,0,0.81,0,0,0,0,0.828,0,0,0,0,0.8424,0,0,0,0,0.8568,0,0,0,0,0.8712,0,0,0,0,0.8856,0,0,0,0,0.9,0,0,0,0,0.9144,0,0,0,0,0.9288,0,0,0,0,0.9432,0,0,0,0,0.9576,0,0,0,0,0.972,0,0,0,0,0.9792,0,0,0,0,0.9864,0,0,0,0,0.9936,0,0,0,0,1.0008,0,0,0,0,1.008,0,0,0,0
Keen Large Leather Shield,0.04,0.576,0,0,0,0.0424,0.592,0,0,0,0.0448,0.608,0,0,0,0.0472,0.624,0,0,0,0.0496,0.64,0,0,0,0.052,0.656,0,0,0,0.0544,0.672,0,0,0,0.0568,0.688,0,0,0,0.0592,0.704,0,0,0,0.0616,0.72,0,0,0,0.064,0.736,0,0,0,0.0656,0.7488,0,0,0,0.0672,0.7616,0,0,0,0.0688,0.7744,0,0,0,0.0704,0.7872,0,0,0,0.072,0.8,0,0,0,0.0736,0.8128,0,0,0,0.0752,0.8256,0,0,0,0.0768,0.8384,0,0,0,0.0784,0.8512,0,0,0,0.08,0.864,0,0,0,0.0848,0.8704,0,0,0,0.0896,0.8768,0,0,0,0.0944,0.8832,0,0,0,0.0992,0.8896,0,0,0,0.104,0.896,0,0,0
Quality Large Leather Shield,0.4,0.4,0,0,0,0.42,0.42,0,0,0,0.44,0.44,0,0,0,0.46,0.46,0,0,0,0.48,0.48,0,0,0,0.5,0.5,0,0,0,0.52,0.52,0,0,0,0.54,0.54,0,0,0,0.56,0.56,0,0,0,0.58,0.58,0,0,0,0.6,0.6,0,0,0,0.612,0.612,0,0,0,0.624,0.624,0,0,0,0.636,0.636,0,0,0,0.648,0.648,0,0,0,0.66,0.66,0,0,0,0.672,0.672,0,0,0,0.684,0.684,0,0,0,0.696,0.696,0,0,0,0.708,0.708,0,0,0,0.72,0.72,0,0,0,0.728,0.728,0,0,0,0.736,0.736,0,0,0,0.744,0.744,0,0,0,0.752,0.752,0,0,0,0.76,0.76,0,0,0
Fire Large Leather Shield,0.364,0.06,0,0,0,0.3752,0.0636,0,0,0,0.3864,0.0672,0,0,0,0.3976,0.0708,0,0,0,0.4088,0.0744,0,0,0,0.42,0.078,0,0,0,0.4312,0.0816,0,0,0,0.4424,0.0852,0,0,0,0.4536,0.0888,0,0,0,0.4648,0.0924,0,0,0,0.476,0.096,0,0,0,0.4844,0.0996,0,0,0,0.4928,0.1032,0,0,0,0.5012,0.1068,0,0,0,0.5096,0.1104,0,0,0,0.518,0.114,0,0,0,0.5264,0.1176,0,0,0,0.5348,0.1212,0,0,0,0.5432,0.1248,0,0,0,0.5516,0.1284,0,0,0,0.56,0.132,0,0,0,0.5656,0.1344,0,0,0,0.5712,0.1368,0,0,0,0.5768,0.1392,0,0,0,0.5824,0.1416,0,0,0,0.588,0.144,0,0,0
Flame Art Large Leather Shield,0.112,0,0,0.24,0,0.119,0,0,0.2568,0,0.126,0,0,0.2736,0,0.133,0,0,0.2904,0,0.14,0,0,0.3072,0,0.147,0,0,0.324,0,0.154,0,0,0.3408,0,0.161,0,0,0.3576,0,0.168,0,0,0.3744,0,0.175,0,0,0.3912,0,0.182,0,0,0.408,0,0.1876,0,0,0.42,0,0.1932,0,0,0.432,0,0.1988,0,0,0.444,0,0.2044,0,0,0.456,0,0.21,0,0,0.468,0,0.2156,0,0,0.48,0,0.2212,0,0,0.492,0,0.2268,0,0,0.504,0,0.2324,0,0,0.516,0,0.238,0,0,0.528,0,0.2408,0,0,0.5328,0,0.2436,0,0,0.5376,0,0.2464,0,0,0.5424,0,0.2492,0,0,0.5472,0,0.252,0,0,0.552,0
Lightning Large Leather Shield,0.04,0.364,0,0,0,0.0424,0.3752,0,0,0,0.0448,0.3864,0,0,0,0.0472,0.3976,0,0,0,0.0496,0.4088,0,0,0,0.052,0.42,0,0,0,0.0544,0.4312,0,0,0,0.0568,0.4424,0,0,0,0.0592,0.4536,0,0,0,0.0616,0.4648,0,0,0,0.064,0.476,0,0,0,0.0664,0.4844,0,0,0,0.0688,0.4928,0,0,0,0.0712,0.5012,0,0,0,0.0736,0.5096,0,0,0,0.076,0.518,0,0,0,0.0784,0.5264,0,0,0,0.0808,0.5348,0,0,0,0.0832,0.5432,0,0,0,0.0856,0.5516,0,0,0,0.088,0.56,0,0,0,0.0896,0.5656,0,0,0,0.0912,0.5712,0,0,0,0.0928,0.5768,0,0,0,0.0944,0.5824,0,0,0,0.096,0.588,0,0,0
Sacred Large Leather Shield,0.18,0,0,0.24,0,0.1872,0,0,0.2568,0,0.1944,0,0,0.2736,0,0.2016,0,0,0.2904,0,0.2088,0,0,0.3072,0,0.216,0,0,0.324,0,0.2232,0,0,0.3408,0,0.2304,0,0,0.3576,0,0.2376,0,0,0.3744,0,0.2448,0,0,0.3912,0,0.252,0,0,0.408,0,0.2574,0,0,0.42,0,0.2628,0,0,0.432,0,0.2682,0,0,0.444,0,0.2736,0,0,0.456,0,0.279,0,0,0.468,0,0.2844,0,0,0.48,0,0.2898,0,0,0.492,0,0.2952,0,0,0.504,0,0.3006,0,0,0.516,0,0.306,0,0,0.528,0,0.3096,0,0,0.5328,0,0.3132,0,0,0.5376,0,0.3168,0,0,0.5424,0,0.3204,0,0,0.5472,0,0.324,0,0,0.552,0
Magic Large Leather Shield,0.128,0,0.24,0,0,0.1328,0,0.2568,0,0,0.1376,0,0.2736,0,0,0.1424,0,0.2904,0,0,0.1472,0,0.3072,0,0,0.152,0,0.324,0,0,0.1568,0,0.3408,0,0,0.1616,0,0.3576,0,0,0.1664,0,0.3744,0,0,0.1712,0,0.3912,0,0,0.176,0,0.408,0,0,0.1776,0,0.42,0,0,0.1792,0,0.432,0,0,0.1808,0,0.444,0,0,0.1824,0,0.456,0,0,0.184,0,0.468,0,0,0.1856,0,0.48,0,0,0.1872,0,0.492,0,0,0.1888,0,0.504,0,0,0.1904,0,0.516,0,0,0.192,0,0.528,0,0,0.1952,0,0.5352,0,0,0.1984,0,0.5424,0,0,0.2016,0,0.5496,0,0,0.2048,0,0.5568,0,0,0.208,0,0.564,0,0
Cold Large Leather Shield,0.36,0,0.24,0,0,0.378,0,0.252,0,0,0.396,0,0.264,0,0,0.414,0,0.276,0,0,0.432,0,0.288,0,0,0.45,0,0.3,0,0,0.468,0,0.312,0,0,0.486,0,0.324,0,0,0.504,0,0.336,0,0,0.522,0,0.348,0,0,0.54,0,0.36,0,0,0.5508,0,0.3696,0,0,0.5616,0,0.3792,0,0,0.5724,0,0.3888,0,0,0.5832,0,0.3984,0,0,0.594,0,0.408,0,0,0.6048,0,0.4176,0,0,0.6156,0,0.4272,0,0,0.6264,0,0.4368,0,0,0.6372,0,0.4464,0,0,0.648,0,0.456,0,0,0.6552,0,0.4608,0,0,0.6624,0,0.4656,0,0,0.6696,0,0.4704,0,0,0.6768,0,0.4752,0,0,0.684,0,0.48,0,0
Poison Large Leather Shield,0.38,0,0,0,0.3,0.3952,0,0,0,0.309,0.4104,0,0,0,0.318,0.4256,0,0,0,0.327,0.4408,0,0,0,0.336,0.456,0,0,0,0.345,0.4712,0,0,0,0.354,0.4864,0,0,0,0.363,0.5016,0,0,0,0.372,0.5168,0,0,0,0.381,0.532,0,0,0,0.39,0.5434,0,0,0,0.393,0.5548,0,0,0,0.396,0.5662,0,0,0,0.399,0.5776,0,0,0,0.402,0.589,0,0,0,0.405,0.6004,0,0,0,0.408,0.6118,0,0,0,0.411,0.6232,0,0,0,0.414,0.6346,0,0,0,0.417,0.646,0,0,0,0.42,0.6612,0,0,0,0.423,0.6764,0,0,0,0.426,0.6916,0,0,0,0.429,0.7068,0,0,0,0.432,0.722,0,0,0,0.435
Bloody Large Leather Shield,0.38,0,0,0,0.3,0.3952,0,0,0,0.309,0.4104,0,0,0,0.318,0.4256,0,0,0,0.327,0.4408,0,0,0,0.336,0.456,0,0,0,0.345,0.4712,0,0,0,0.354,0.4864,0,0,0,0.363,0.5016,0,0,0,0.372,0.5168,0,0,0,0.381,0.532,0,0,0,0.39,0.5434,0,0,0,0.393,0.5548,0,0,0,0.396,0.5662,0,0,0,0.399,0.5776,0,0,0,0.402,0.589,0,0,0,0.405,0.6004,0,0,0,0.408,0.6118,0,0,0,0.411,0.6232,0,0,0,0.414,0.6346,0,0,0,0.417,0.646,0,0,0,0.42,0.6612,0,0,0,0.423,0.6764,0,0,0,0.426,0.6916,0,0,0,0.429,0.7068,0,0,0,0.432,0.722,0,0,0,0.435
Occult Large Leather Shield,0.304,0,0,0,0.38,0.3192,0,0,0,0.3952,0.3344,0,0,0,0.4104,0.3496,0,0,0,0.4256,0.3648,0,0,0,0.4408,0.38,0,0,0,0.456,0.3952,0,0,0,0.4712,0.4104,0,0,0,0.4864,0.4256,0,0,0,0.5016,0.4408,0,0,0,0.5168,0.456,0,0,0,0.532,0.4636,0,0,0,0.5434,0.4712,0,0,0,0.5548,0.4788,0,0,0,0.5662,0.4864,0,0,0,0.5776,0.494,0,0,0,0.589,0.5016,0,0,0,0.6004,0.5092,0,0,0,0.6118,0.5168,0,0,0,0.6232,0.5244,0,0,0,0.6346,0.532,0,0,0,0.646,0.5396,0,0,0,0.6536,0.5472,0,0,0,0.6612,0.5548,0,0,0,0.6688,0.5624,0,0,0,0.6764,0.57,0,0,0,0.684
Horse Crest Wooden Shield,0.4,0,0,0,0,0.416,0,0,0,0,0.432,0,0,0,0,0.448,0,0,0,0,0.464,0,0,0,0,0.48,0,0,0,0,0.496,0,0,0,0,0.512,0,0,0,0,0.528,0,0,0,0,0.544,0,0,0,0,0.56,0,0,0,0,0.572,0,0,0,0,0.584,0,0,0,0,0.596,0,0,0,0,0.608,0,0,0,0,0.62,0,0,0,0,0.632,0,0,0,0,0.644,0,0,0,0,0.656,0,0,0,0,0.668,0,0,0,0,0.68,0,0,0,0,0.688,0,0,0,0,0.696,0,0,0,0,0.704,0,0,0,0,0.712,0,0,0,0,0.72,0,0,0,0
Heavy Horse Crest Wooden Shield,0.648,0,0,0,0,0.666,0,0,0,0,0.684,0,0,0,0,0.702,0,0,0,0,0.72,0,0,0,0,0.738,0,0,0,0,0.756,0,0,0,0,0.774,0,0,0,0,0.792,0,0,0,0,0.81,0,0,0,0,0.828,0,0,0,0,0.8424,0,0,0,0,0.8568,0,0,0,0,0.8712,0,0,0,0,0.8856,0,0,0,0,0.9,0,0,0,0,0.9144,0,0,0,0,0.9288,0,0,0,0,0.9432,0,0,0,0,0.9576,0,0,0,0,0.972,0,0,0,0,0.9792,0,0,0,0,0.9864,0,0,0,0,0.9936,0,0,0,0,1.0008,0,0,0,0,1.008,0,0,0,0
Keen Horse Crest Wooden Shield,0.04,0.576,0,0,0,0.0424,0.592,0,0,0,0.0448,0.608,0,0,0,0.0472,0.624,0,0,0,0.0496,0.64,0,0,0,0.052,0.656,0,0,0,0.0544,0.672,0,0,0,0.0568,0.688,0,0,0,0.0592,0.704,0,0,0,0.0616,0.72,0,0,0,0.064,0.736,0,0,0,0.0656,0.7488,0,0,0,0.0672,0.7616,0,0,0,0.0688,0.7744,0,0,0,0.0704,0.7872,0,0,0,0.072,0.8,0,0,0,0.0736,0.8128,0,0,0,0.0752,0.8256,0,0,0,0.0768,0.8384,0,0,0,0.0784,0.8512,0,0,0,0.08,0.864,0,0,0,0.0848,0.8704,0,0,0,0.0896,0.8768,0,0,0,0.0944,0.8832,0,0,0,0.0992,0.8896,0,0,0,0.104,0.896,0,0,0
